return_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_return_yards,kickoff_returns,kickoff_return_yards,punt_returns,punt_return_yards,games_played,year,category
11,Erik,Brooks,Erik Brooks,/ca/eastvale/roosevelt-mustangs/athletes/erik-brooks/football/stats/?careerid=il0p629lqerdd,il0p629lqerdd,WR,Roosevelt,CA,961,961,23,728,16,233,13,2016,returns
12,Tristan,Stacy,Tristan Stacy,/ca/ramona/ramona-bulldogs/athletes/tristan-stacy/football/stats/?careerid=uvb5o93mv9577,uvb5o93mv9577,"RB, RB",Ramona,CA,948,948,20,747,10,201,11,2016,returns
13,Jamichael,Baldwin,Jamichael Baldwin,/ga/conyers/rockdale-county-bulldogs/athletes/jamichael-baldwin/football/stats/?careerid=0ncttrqcn3v44,0ncttrqcn3v44,"WR, CB",Rockdale County,GA,943,943,25,808,8,135,10,2016,returns
14,Kris,Copeland,Kris Copeland,/sc/summerville/cane-bay-cobras/athletes/kris-copeland/football/stats/?careerid=n4k7tp3b785aa,n4k7tp3b785aa,"SB, RB",Cane Bay,SC,943,943,30,790,9,153,12,2016,returns
15,Jatarvious,Whitlow,Jatarvious Whitlow,/al/lafayette/lafayette-bulldogs/athletes/jatarvious-whitlow/football/stats/?careerid=01rfqn36v9l88,01rfqn36v9l88,"ATH, DB",LaFayette,AL,925,925,18,559,10,366,13,2016,returns
16,Malik,Route,Malik Route,/ga/griffin/griffin-bears/athletes/malik-route/football/stats/?careerid=3rpjg0mljpavf,3rpjg0mljpavf,WR,Griffin,GA,924,924,10,289,26,635,11,2016,returns
17,Garrett,Ruiz,Garrett Ruiz,/in/new-carlisle/new-prairie-cougars/athletes/garrett-ruiz/football/stats/?careerid=2nj607us79ntd,2nj607us79ntd,"QB, FS",New Prairie,IN,909,909,23,687,10,222,12,2016,returns
18,Jacobi,Cunningham,Jacobi Cunningham,/ga/columbus/carver-tigers/athletes/jacobi-cunningham/football/stats/?careerid=gmppg8gv757h1,gmppg8gv757h1,"WR, RB",Carver,GA,907,907,15,683,13,224,12,2016,returns
19,Peyton,Sawyer,Peyton Sawyer,/tx/league-city/clear-springs-chargers/athletes/peyton-sawyer/football/stats/?careerid=ec6im5n45ne11,ec6im5n45ne11,"WR, P",Clear Springs,TX,906,906,17,701,12,205,11,2016,returns
20,Eric,Gallman II,Eric Gallman II,/nc/mt-holly/mountain-island-charter-raptors/athletes/eric-gallman-ii/football/stats/?careerid=k6271b6a96ci2,k6271b6a96ci2,"WR, CB",Mountain Island Charter,NC,902,902,12,423,14,479,14,2016,returns
21,Matthew,Eberhardt,Matthew Eberhardt,/az/glendale/cactus-cobras/athletes/matthew-eberhardt/football/stats/?careerid=8obuvrk47tvue,8obuvrk47tvue,"WR, KR",Cactus,AZ,894,894,25,645,18,249,12,2016,returns
22,Tevita,Ika,Tevita Ika,/ut/provo/provo-bulldogs/athletes/tevita-ika/football/stats/?careerid=1hg521r099qh1,1hg521r099qh1,"RB, WR",Provo,UT,889,889,37,625,16,264,11,2016,returns
23,Trey,Mounts,Trey Mounts,/mt/belgrade/belgrade-panthers/athletes/trey-mounts/football/stats/?careerid=meqenp5stevbb,meqenp5stevbb,"CB, WR",Belgrade,MT,871,871,19,603,13,268,10,2016,returns
24,Kaylor,Werner,Kaylor Werner,/co/greeley/northridge-grizzlies/athletes/kaylor-werner/football/stats/?careerid=ui3o2igen0u11,ui3o2igen0u11,"WR, DB",Northridge,CO,864,864,28,818,7,46,10,2016,returns
25,Mike,Plaskon,Mike Plaskon,/ct/milford/law-lawmen/athletes/mike-plaskon/football/stats/?careerid=ft2c9i7772fue,ft2c9i7772fue,RB,Law,CT,862,862,0,0,39,862,10,2016,returns
26,Yakir,Cobb,Yakir Cobb,/az/phoenix/alhambra-lions/athletes/yakir-cobb/football/stats/?careerid=6skj2p9m46899,6skj2p9m46899,"RB, DB",Alhambra,AZ,859,859,19,690,4,169,10,2016,returns
27,Brady,Thomas,Brady Thomas,/pa/johnstown/richland-rams/athletes/brady-thomas/football/stats/?careerid=7k5qm5cg49l88,7k5qm5cg49l88,"WR, DB",Richland,PA,859,859,45,818,9,41,10,2016,returns
28,Jacquan,White,Jacquan White,/ga/savannah/new-hampstead-phoenix/athletes/jacquan-white/football/stats/?careerid=ov2r59hpktuvf,ov2r59hpktuvf,"DB, WB",New Hampstead,GA,852,852,19,750,7,102,11,2016,returns
29,Noah,Rivera,Noah Rivera,/ca/brea/brea-olinda-wildcats/athletes/noah-rivera/football/stats/?careerid=uqp966flj6cdd,uqp966flj6cdd,"SB, CB",Brea Olinda,CA,850,850,29,673,11,177,10,2016,returns
30,Nate,Olson,Nate Olson,/ut/price/carbon-dinos/athletes/nate-olson/football/stats/?careerid=r3ff3lhdjepk4,r3ff3lhdjepk4,"RB, OL",Carbon,UT,850,850,32,840,1,10,10,2016,returns
31,Alfio,Basile,Alfio Basile,/ca/st-helena/st-helena-saints/athletes/alfio-basile/football/stats/?careerid=to6a0t3jd09ue,to6a0t3jd09ue,"RB, FS",St. Helena,CA,848,848,26,744,15,104,10,2016,returns
32,Micah,Pietila-wiggs,Micah Pietila-wiggs,/ca/chula-vista/eastlake-titans/athletes/micah-pietila-wiggs/football/stats/?careerid=tm4nu4njlsg33,tm4nu4njlsg33,"WR, CB",Eastlake,CA,845,845,31,721,5,124,11,2016,returns
33,Clevon,Doby,Clevon Doby,/tn/memphis/mitchell-tigers/athletes/clevon-doby/football/stats/?careerid=apgb50er3pnee,apgb50er3pnee,"DB, RB",Mitchell,TN,845,845,20,580,14,265,13,2016,returns
34,Will,Killian,Will Killian,/nc/lenoir/hibriten-panthers/athletes/will-killian/football/stats/?careerid=cn3u5r5erkpqa,cn3u5r5erkpqa,"WR, CB",Hibriten,NC,843,843,13,482,17,361,14,2016,returns
35,Eddie,Pfister,Eddie Pfister,/oh/north-royalton/north-royalton-bears/athletes/eddie-pfister/football/stats/?careerid=kpgrkithgmlg0,kpgrkithgmlg0,"CB, WR",North Royalton,OH,840,840,26,721,15,119,10,2016,returns
36,Trey,Grube,Trey Grube,/ne/kearney/kearney-bearcats/athletes/trey-grube/football/stats/?careerid=uavubbbgc5uvf,uavubbbgc5uvf,"SB, SS",Kearney,NE,836,836,6,455,45,381,11,2016,returns
37,Shawn Dalton,Weatherbee,Shawn Dalton Weatherbee,/ms/booneville/thrasher-rebels/athletes/shawn-dalton-weatherbee/football/stats/?careerid=ods1jd24e6ndd,ods1jd24e6ndd,"RB, DB",Thrasher,MS,835,835,16,532,10,303,10,2016,returns
38,Trevor,Neuroth,Trevor Neuroth,/wi/fennimore/fennimore-golden-eagles/athletes/trevor-neuroth/football/stats/?careerid=qfmol50qm5h22,qfmol50qm5h22,"WR, SS",Fennimore,WI,833,833,25,610,15,223,11,2016,returns
39,DaVon,Owens,DaVon Owens,/ca/sacramento/sacramento-dragons/athletes/davon-owens/football/stats/?careerid=8c0e06liea933,8c0e06liea933,"WR, DB",Sacramento,CA,820,820,17,515,13,305,11,2016,returns
40,Ethan,Kertai,Ethan Kertai,/in/lakeville/laville-lancers/athletes/ethan-kertai/football/stats/?careerid=raggh34lap5qa,raggh34lap5qa,"RB, SB",LaVille,IN,818,818,14,473,9,345,12,2016,returns
41,Connor,O'brien,Connor O'brien,/nc/greenville/dh-conley-vikings/athletes/connor-obrien/football/stats/?careerid=fjstbuhr33tsc,fjstbuhr33tsc,"CB, WR",D.H. Conley,NC,813,813,34,732,7,81,12,2016,returns
42,Us,Beasley,Us Beasley,/ga/columbus/carver-tigers/athletes/us-beasley/football/stats/?careerid=epbgp22npcfh1,epbgp22npcfh1,WR,Carver,GA,811,811,14,669,7,142,11,2016,returns
43,Jerek,Broussard,Jerek Broussard,/tx/dallas/bishop-lynch-friars/athletes/jerek-broussard/football/stats/?careerid=hc6o5d2nfg1qa,hc6o5d2nfg1qa,"RB, WR",Bishop Lynch,TX,806,806,14,510,15,296,14,2016,returns
44,Kevin,Brown,Kevin Brown,/pa/pittsburgh/plum-mustangs/athletes/kevin-brown/football/stats/?careerid=rthg6pv4663ue,rthg6pv4663ue,"RB, CB",Plum,PA,805,805,20,553,6,252,9,2016,returns
45,Justin,Neff,Justin Neff,/pa/mill-hall/central-mountain-wildcats/athletes/justin-neff/football/stats/?careerid=9bobqnbdj8utd,9bobqnbdj8utd,"QB, S",Central Mountain,PA,804,804,23,759,3,45,10,2016,returns
46,Justin,Hall,Justin Hall,/ga/douglasville/alexander-cougars/athletes/justin-hall/football/stats/?careerid=0ap75ckpl3mdd,0ap75ckpl3mdd,"WR, SB",Alexander,GA,802,802,16,516,14,286,12,2016,returns
47,Jalani,Ellison,Jalani Ellison,/ca/reseda/reseda-regents/athletes/jalani-ellison/football/stats/?careerid=2kttnsuvh6433,2kttnsuvh6433,"SB, CB",Reseda,CA,798,798,7,249,20,549,14,2016,returns
48,Jaray,Jenkins,Jaray Jenkins,/la/jena/jena-giants/athletes/jaray-jenkins/football/stats/?careerid=g5vin684vuhl5,g5vin684vuhl5,"WR, FS",Jena,LA,796,796,11,305,22,491,11,2016,returns
49,Nash,Jones,Nash Jones,/ut/heber-city/wasatch-wasps/athletes/nash-jones/football/stats/?careerid=1buaggskofbvf,1buaggskofbvf,"WR, RB",Wasatch,UT,794,794,21,732,16,62,11,2016,returns
50,Anders,Tolhurst,Anders Tolhurst,/ca/santee/santana-sultans/athletes/anders-tolhurst/football/stats/?careerid=r0mgk8394nfn7,r0mgk8394nfn7,WR,Santana,CA,792,792,27,742,2,50,13,2016,returns
51,Brandon,Peppers,Brandon Peppers,/sc/central/daniel-lions/athletes/brandon-peppers/football/stats/?careerid=gk546gcivlgp9,gk546gcivlgp9,"WR, KR",Daniel,SC,787,787,16,388,27,399,11,2016,returns
52,Ben,Metzinger,Ben Metzinger,/in/lafayette/lafayette-central-catholic-knights/athletes/ben-metzinger/football/stats/?careerid=0rcvtadv7edp9,0rcvtadv7edp9,"SB, CB",Lafayette Central Catholic,IN,784,784,15,506,15,278,13,2016,returns
53,Dacorey,Medley,Dacorey Medley,/nc/asheboro/asheboro-blue-comets/athletes/dacorey-medley/football/stats/?careerid=c3da9idp48vi2,c3da9idp48vi2,"FS, WR",Asheboro,NC,783,783,21,567,12,216,13,2016,returns
54,Anthony,Lawson,Anthony Lawson,/co/lakewood/alameda-pirates/athletes/anthony-lawson/football/stats/?careerid=18not33nb2833,18not33nb2833,"QB, CB",Alameda,CO,778,778,16,517,11,261,9,2016,returns
55,Joshua,Davis,Joshua Davis,/ut/sandy/alta-hawks/athletes/joshua-davis/football/stats/?careerid=v4evespoee0bb,v4evespoee0bb,"RB, FS",Alta,UT,778,778,15,516,13,262,13,2016,returns
56,Logan,Montgomery,Logan Montgomery,/ca/laguna-hills/laguna-hills-hawks/athletes/logan-montgomery/football/stats/?careerid=6o3or9eonf2ee,6o3or9eonf2ee,"WR, SS",Laguna Hills,CA,777,777,16,431,11,346,11,2016,returns
57,Akeythio,Carson,Akeythio Carson,/nc/gastonia/huss-huskies/athletes/akeythio-carson/football/stats/?careerid=eerdqs7fof7rb,eerdqs7fof7rb,"SB, SS",Huss,NC,777,777,15,300,63,477,13,2016,returns
58,David,Telles,David Telles,/ca/los-angeles/franklin-panthers/athletes/david-telles/football/stats/?careerid=an46468n13rk4,an46468n13rk4,ATH,Franklin,CA,774,774,23,498,20,276,15,2016,returns
59,Colby,Smith,Colby Smith,/ma/barre/quabbin-regional-panthers/athletes/colby-smith/football/stats/?careerid=gi6rgtpo22ng0,gi6rgtpo22ng0,"RB, FS",Quabbin Regional,MA,773,773,28,709,2,64,11,2016,returns
60,Mason,Hewitt,Mason Hewitt,/il/ofallon/ofallon-panthers/athletes/mason-hewitt/football/stats/?careerid=q5nfv7hkm2e33,q5nfv7hkm2e33,"RB, MLB",O'Fallon,IL,772,772,22,757,1,15,10,2016,returns
61,James,Duren,James Duren,/va/chantilly/st-paul-vi-panthers/athletes/james-duren/football/stats/?careerid=e1lq3o97h94dd,e1lq3o97h94dd,"CB, RB",Paul VI,VA,769,769,31,769,0,0,10,2016,returns
62,Fide,Quirarte,Fide Quirarte,/az/san-tan-valley/combs-coyotes/athletes/fide-quirarte/football/stats/?careerid=3nt8ued4cobh1,3nt8ued4cobh1,"FS, WR",Combs,AZ,769,769,17,364,18,405,10,2016,returns
63,Lavonte,Carter,Lavonte Carter,/nc/fayetteville/pine-forest-trojans/athletes/lavonte-carter/football/stats/?careerid=kib17hu0hs4bb,kib17hu0hs4bb,"RB, DB",Pine Forest,NC,768,768,18,684,4,84,12,2016,returns
64,Ben,Haefeli,Ben Haefeli,/co/evergreen/evergreen-cougars/athletes/ben-haefeli/football/stats/?careerid=aknrfjr1d2177,aknrfjr1d2177,"FS, WR",Evergreen,CO,767,767,17,572,17,195,10,2016,returns
65,Alann,Arango-serna,Alann Arango-serna,/ca/canoga-park/canoga-park-hunters/athletes/alann-arango-serna/football/stats/?careerid=r3kmcvp60rqj3,r3kmcvp60rqj3,WR,Canoga Park,CA,767,767,22,695,3,72,12,2016,returns
66,Quentin,Gates,Quentin Gates,/ga/atlanta/carver-panthers/athletes/quentin-gates/football/stats/?careerid=123g9o0d0h755,123g9o0d0h755,RB,Carver,GA,766,766,8,342,17,424,10,2016,returns
67,Devon,Perry,Devon Perry,/nc/raleigh/ravenscroft-ravens/athletes/devon-perry/football/stats/?careerid=866qqhvsqq522,866qqhvsqq522,"QB, CB",Ravenscroft,NC,766,766,25,554,16,212,13,2016,returns
68,Klayton,Steele,Klayton Steele,/tx/new-braunfels/canyon-cougars/athletes/klayton-steele/football/stats/?careerid=nt8ek5ncuf855,nt8ek5ncuf855,DB,Canyon,TX,765,765,29,652,12,113,10,2016,returns
69,Matthew,Lebourgeois,Matthew Lebourgeois,/la/centerville/centerville-bulldogs/athletes/matthew-lebourgeois/football/stats/?careerid=5q2bhiv1ghptd,5q2bhiv1ghptd,"CB, WR",Centerville,LA,763,763,32,763,0,0,11,2016,returns
70,Louis,Hall,Louis Hall,/ga/woodstock/woodstock-wolverines/athletes/louis-hall/football/stats/?careerid=9j3bl71hc5s88,9j3bl71hc5s88,"WR, CB",Woodstock,GA,760,760,26,664,12,96,12,2016,returns
71,Lydarius,Kirklin,Lydarius Kirklin,/ms/lexington/holmes-county-central-jaguars/athletes/lydarius-kirklin/football/stats/?careerid=6gastm9be8g33,6gastm9be8g33,HB,Holmes County Central,MS,757,757,16,472,12,271,12,2016,returns
72,Rondell,Allen,Rondell Allen,/in/indianapolis/ben-davis-giants/athletes/rondell-allen/football/stats/?careerid=jobcej1e1faue,jobcej1e1faue,"FS, CB",Ben Davis,IN,756,756,19,514,17,242,13,2016,returns
73,Tyson,Harris,Tyson Harris,/ga/valdosta/lowndes-vikings/athletes/tyson-harris/football/stats/?careerid=r9beqco3kgk11,r9beqco3kgk11,"RB, FS",Lowndes,GA,756,756,22,399,16,357,13,2016,returns
74,Armani,Webster,Armani Webster,/il/chicago/chicago-tech/athletes/armani-webster/football/stats/?careerid=g2bd6q0147r66,g2bd6q0147r66,"WR, DB",Chicago Tech,IL,753,753,17,634,5,119,9,2016,returns
75,Bryce,Turrentine,Bryce Turrentine,/ok/stigler/stigler-panthers/athletes/bryce-turrentine/football/stats/?careerid=hpo691gqq8pi2,hpo691gqq8pi2,"FS, SB",Stigler,OK,751,751,33,658,8,93,13,2016,returns
76,Preston,Gehring,Preston Gehring,/pa/schuylkill-haven/schuylkill-haven-hurricanes/athletes/preston-gehring/football/stats/?careerid=562r82i1rc3dd,562r82i1rc3dd,"RB, DB",Schuylkill Haven,PA,749,749,15,359,28,390,14,2016,returns
77,Reggie,Roberson,Reggie Roberson,/tx/mesquite/horn-jaguars/athletes/reggie-roberson/football/stats/?careerid=7prvftrofh4sc,7prvftrofh4sc,WR,Horn,TX,748,748,16,587,12,161,11,2016,returns
78,Mac,Hippenhammer,Mac Hippenhammer,/in/fort-wayne/fort-wayne-snider-panthers/athletes/mac-hippenhammer/football/stats/?careerid=mjvl2rv4km766,mjvl2rv4km766,"WR, QB",Fort Wayne Snider,IN,746,746,12,480,11,266,13,2016,returns
79,Sebastian,Spencer,Sebastian Spencer,/az/tucson/mountain-view-mountain-lions/athletes/sebastian-spencer/football/stats/?careerid=pu9i5vakf5mi2,pu9i5vakf5mi2,"SB, FS",Mountain View,AZ,744,744,18,594,11,150,11,2016,returns
80,Jackson,Hall,Jackson Hall,/ar/searcy/searcy-lions/athletes/jackson-hall/football/stats/?careerid=sqv57fnsncqbb,sqv57fnsncqbb,"CB, RB",Searcy,AR,744,744,26,645,2,99,12,2016,returns
81,Matt,Meyers,Matt Meyers,/la/covington/st-pauls-wolves/athletes/matt-meyers/football/stats/?careerid=6t6mjhl5n4pqa,6t6mjhl5n4pqa,"WR, RB",St. Paul's,LA,742,742,14,485,18,257,11,2016,returns
82,James,Gwartney,James Gwartney,/il/pittsfield/pittsfield-griggsville-perry-saukees/athletes/james-gwartney/football/stats/?careerid=g98e6cl62f611,g98e6cl62f611,"SE, C",Pittsfield-Griggsville-Perry,IL,731,731,26,538,12,193,9,2016,returns
83,Justin,Beckham,Justin Beckham,/ca/el-dorado/union-mine-diamondbacks/athletes/justin-beckham/football/stats/?careerid=57q3b0jb2uirb,57q3b0jb2uirb,"RB, OLB",Union Mine,CA,730,730,28,657,5,73,9,2016,returns
84,Trejon,Hawkins,Trejon Hawkins,/ca/brentwood/liberty-lions/athletes/trejon-hawkins/football/stats/?careerid=4uj25100mu5k4,4uj25100mu5k4,WR,Liberty,CA,730,730,24,725,1,5,10,2016,returns
85,Blake,Winebarger,Blake Winebarger,/nc/east-bend/forbush-falcons/athletes/blake-winebarger/football/stats/?careerid=mm2lest8hdatd,mm2lest8hdatd,"QB, DB",Forbush,NC,730,730,0,0,21,625,11,2016,returns
86,Dashon,Bussell,Dashon Bussell,/in/fort-wayne/fort-wayne-bishop-luers-knights/athletes/dashon-bussell/football/stats/?careerid=u2pdanrj39e00,u2pdanrj39e00,"WR, FS",Fort Wayne Bishop Luers,IN,728,728,22,700,3,28,11,2016,returns
87,Blake,Dunn,Blake Dunn,/mi/saugatuck/saugatuck-trailblazers/athletes/blake-dunn/football/stats/?careerid=93hie9v05qetd,93hie9v05qetd,"QB, FS",Saugatuck,MI,725,725,8,340,12,385,11,2016,returns
88,Christian,Williamson,Christian Williamson,/ms/hattiesburg/north-forrest-eagles/athletes/christian-williamson/football/stats/?careerid=jbcdi1nhg5qj3,jbcdi1nhg5qj3,"RB, CB",North Forrest,MS,725,725,18,613,5,112,12,2016,returns
89,Cameron,Hoch,Cameron Hoch,/pa/annville/annville-cleona-dutchmen/athletes/cameron-hoch/football/stats/?careerid=ernlk4t3tah22,ernlk4t3tah22,"RB, CB",Annville-Cleona,PA,723,723,14,436,11,287,10,2016,returns
90,Bryland,Menicucci,Bryland Menicucci,/ne/yutan/yutan-chieftains/athletes/bryland-menicucci/football/stats/?careerid=17ii137ebaf44,17ii137ebaf44,"RB, CB",Yutan,NE,722,722,7,112,16,610,12,2016,returns
91,Nick,Chambers,Nick Chambers,/ca/kerman/kerman-lions/athletes/nick-chambers/football/stats/?careerid=mtlim6khj7uee,mtlim6khj7uee,"RB, SS",Kerman,CA,715,715,28,715,0,0,11,2016,returns
92,Walter,Morman,Walter Morman,/az/buckeye/odyssey-institute-minotaur/athletes/walter-morman/football/stats/?careerid=t8udopl28m6qa,t8udopl28m6qa,"WR, DB",Odyssey Institute,AZ,713,713,23,713,0,0,9,2016,returns
93,Jaydon,Brooks,Jaydon Brooks,/az/phoenix/mountain-pointe-pride/athletes/jaydon-brooks/football/stats/?careerid=cq6fmgfe1ab99,cq6fmgfe1ab99,WR,Mountain Pointe,AZ,712,712,10,203,21,509,14,2016,returns
94,Isaiah,Cole,Isaiah Cole,/wa/monroe/monroe-bearcats/athletes/isaiah-cole/football/stats/?careerid=1rc7cdavmusj3,1rc7cdavmusj3,"WR, CB",Monroe,WA,711,711,19,554,15,157,11,2016,returns
95,Luke,Zahniser,Luke Zahniser,/oh/sandusky/perkins-pirates/athletes/luke-zahniser/football/stats/?careerid=807nrk9apfb00,807nrk9apfb00,"WR, DB",Perkins,OH,708,708,23,610,9,98,10,2016,returns
96,Milton,Wright,Milton Wright,/ky/louisville/christian-academy-louisville-centurions/athletes/milton-wright/football/stats/?careerid=if0oqr7r9mj00,if0oqr7r9mj00,"WR, FS",Christian Academy-Louisville,KY,704,704,10,317,11,390,14,2016,returns
97,Ricardo,Henry,Ricardo Henry,/ak/fairbanks/lathrop-malemutes/athletes/ricardo-henry/football/stats/?careerid=rdu88peg3cs88,rdu88peg3cs88,"WR, RB",Lathrop,AK,703,703,12,414,7,289,8,2016,returns
98,Aidan,Diggs,Aidan Diggs,/az/goodyear/millennium-tigers/athletes/aidan-diggs/football/stats/?careerid=5fv1g4eu5a444,5fv1g4eu5a444,WR,Millennium,AZ,703,703,15,670,2,33,10,2016,returns
99,Alec,Finney,Alec Finney,/nm/hobbs/hobbs-eagles/athletes/alec-finney/football/stats/?careerid=lqf3m2i26a2cc,lqf3m2i26a2cc,WR,Hobbs,NM,703,703,20,389,13,314,10,2016,returns
100,Semaj,Parker,Semaj Parker,/ca/long-beach/woodrow-wilson-bruins/athletes/semaj-parker/football/stats/?careerid=k5tks39q3k111,k5tks39q3k111,"DB, WR",Woodrow Wilson,CA,703,703,9,295,18,408,13,2016,returns
101,Corey,Russell,Corey Russell,/tn/elizabethton/elizabethton-fighting-cyclones/athletes/corey-russell/football/stats/?careerid=oats2cpkcgrk4,oats2cpkcgrk4,"RB, WR",Elizabethton,TN,701,701,10,465,16,236,13,2016,returns
102,Bj,Busbee jr.,Bj Busbee jr.,/ca/long-beach/st-anthony-saints/athletes/bj-busbee-jr/football/stats/?careerid=h0iffn97kepm6,h0iffn97kepm6,"WR, RB",St. Anthony,CA,701,701,9,407,7,294,16,2016,returns
103,Sugar ray,Wyche jr,Sugar ray Wyche jr,/ky/louisville/eastern-eagles/athletes/sugar-ray-wyche-jr/football/stats/?careerid=vnmt28vc9s8n7,vnmt28vc9s8n7,"WR, DB",Eastern,KY,700,700,16,546,9,154,11,2016,returns
104,Josh,Gonzales,Josh Gonzales,/co/peyton/peyton-panthers/athletes/josh-gonzales/football/stats/?careerid=mnj93i0oel5rb,mnj93i0oel5rb,"RB, FS",Peyton,CO,698,698,10,418,13,280,11,2016,returns
105,Patrick,Connery,Patrick Connery,/mo/kearney/kearney-bulldogs/athletes/patrick-connery/football/stats/?careerid=4fgkj4q8k1op9,4fgkj4q8k1op9,,Kearney,MO,698,698,12,362,16,336,15,2016,returns
106,Nick,Frayre,Nick Frayre,/tx/el-paso/hanks-knights/athletes/nick-frayre/football/stats/?careerid=dit0jmnkjvj99,dit0jmnkjvj99,"WR, DB",Hanks,TX,697,697,34,652,4,45,9,2016,returns
107,Luke,Michalek,Luke Michalek,/pa/butler/butler-golden-tornado/athletes/luke-michalek/football/stats/?careerid=e8qch2r740a55,e8qch2r740a55,"QB, WR",Butler,PA,697,697,24,667,3,30,9,2016,returns
108,Shamar,Moreland,Shamar Moreland,/az/laveen/fairfax-stampede/athletes/shamar-moreland/football/stats/?careerid=p2jbhkquk58rb,p2jbhkquk58rb,"FS, WR",Fairfax,AZ,694,694,16,405,13,289,9,2016,returns
109,Courtland,Neal,Courtland Neal,/tx/richmond/fort-bend-bush-broncos/athletes/courtland-neal/football/stats/?careerid=ec2jk82rf4rm6,ec2jk82rf4rm6,"RB, WR",Fort Bend Bush,TX,694,694,28,649,4,45,11,2016,returns
110,John wesley,Kennedy iii,John wesley Kennedy iii,/ga/savannah/benedictine-cadets/athletes/john-wesley-kennedy-iii/football/stats/?careerid=8pni1c1cl04td,8pni1c1cl04td,"RB, WR",Benedictine,GA,694,694,7,259,21,435,15,2016,returns
111,Tavion,Allen,Tavion Allen,/az/laveen/cesar-chavez-champions/athletes/tavion-allen/football/stats/?careerid=lafnvmulhlvk4,lafnvmulhlvk4,FS,Cesar Chavez,AZ,692,692,8,186,17,506,11,2016,returns
112,Khari,Harrison,Khari Harrison,/co/longmont/silver-creek-raptors/athletes/khari-harrison/football/stats/?careerid=g1q5njo87adaa,g1q5njo87adaa,"WR, DB",Silver Creek,CO,691,691,16,505,9,186,13,2016,returns
113,Arkise,Sturdivant,Arkise Sturdivant,/il/rockford/jefferson-j-hawks/athletes/arkise-sturdivant/football/stats/?careerid=9527eotnpmbk4,9527eotnpmbk4,"WR, FS",Jefferson,IL,688,688,0,537,13,151,8,2016,returns
114,David,Mesa,David Mesa,/ca/south-el-monte/south-el-monte-eagles/athletes/david-mesa/football/stats/?careerid=g9ct6rrcuadue,g9ct6rrcuadue,"RB, OLB",South El Monte,CA,688,688,20,453,13,235,12,2016,returns
115,Richard,Lecounte,Richard Lecounte,/ga/hinesville/liberty-county-panthers/athletes/richard-lecounte/football/stats/?careerid=2kcm2uk8s5ktd,2kcm2uk8s5ktd,"FS, WR",Liberty County,GA,688,688,11,409,10,279,13,2016,returns
