return_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_return_yards,kickoff_returns,kickoff_return_yards,punt_returns,punt_return_yards,games_played,year,category
12,Jadon,Robinson,Jadon Robinson,/nc/mt-holly/mountain-island-charter-raptors/athletes/jadon-robinson/football/stats/?careerid=eli9uvdoka222,eli9uvdoka222,"WR, CB",Mountain Island Charter,NC,733,733,11,517,6,216,7,2020,returns
13,Gabe,Clement,Gabe Clement,/oh/columbus-grove/columbus-grove-bulldogs/athletes/gabe-clement/football/stats/?careerid=tf1uoe5fhkqsc,tf1uoe5fhkqsc,"WR, CB",Columbus Grove,OH,730,730,12,412,9,318,11,2020,returns
14,Max,Naselroad,Max Naselroad,/in/alexandria/alexandria-monroe-tigers/athletes/max-naselroad/football/stats/?careerid=f83iei7iqmoi2,f83iei7iqmoi2,RB,Alexandria-Monroe,IN,720,720,25,720,0,0,10,2020,returns
15,Antonio,Jamison jr,Antonio Jamison jr,/fl/tampa/tampa-bay-tech-titans/athletes/antonio-jamison-jr/football/stats/?careerid=pfcevvfnch755,pfcevvfnch755,"WR, CB",Chamberlain,FL,715,715,14,488,14,227,10,2020,returns
16,Brendan,Wagner,Brendan Wagner,/mt/whitehall/whitehall-harrison-trojans/athletes/brendan-wagner/football/stats/?careerid=65ojqdsl18nn7,65ojqdsl18nn7,"WR, CB",Whitehall/Harrison,MT,714,714,9,298,17,416,9,2020,returns
17,Braxtan,Torres,Braxtan Torres,/ut/cedar-city/cedar-reds/athletes/braxtan-torres/football/stats/?careerid=gdorgjlibo0cc,gdorgjlibo0cc,"WR, CB",Cedar,UT,701,701,25,661,5,40,12,2020,returns
18,Bennett,Galloway,Bennett Galloway,/sc/chapin/chapin-eagles/athletes/bennett-galloway/football/stats/?careerid=3ti52rngl5799,3ti52rngl5799,RB,Chapin,SC,699,699,18,612,3,87,8,2020,returns
19,Cade,Olsen,Cade Olsen,/ut/spanish-fork/spanish-fork-dons/athletes/cade-olsen/football/stats/?careerid=bhi4tvfj2oo77,bhi4tvfj2oo77,"WR, K",Spanish Fork,UT,692,692,26,623,6,69,12,2020,returns
20,Lundon,Sandridge,Lundon Sandridge,/ms/independence/independence-wildcats/athletes/lundon-sandridge/football/stats/?careerid=2ekh1ki9sd333,2ekh1ki9sd333,"RB, CB",Independence,MS,689,689,12,549,5,140,8,2020,returns
21,Brett,Stanley,Brett Stanley,/mi/warren/de-la-salle-collegiate-pilots/athletes/brett-stanley/football/stats/?careerid=5247r1j8la6n7,5247r1j8la6n7,"RB, SS",De La Salle Collegiate,MI,677,677,21,542,19,135,12,2020,returns
22,Dominic,Camarca,Dominic Camarca,/fl/fort-myers/canterbury-cougars/athletes/dominic-camarca/football/stats/?careerid=a1hhgnnb3t355,a1hhgnnb3t355,"WR, CB",Canterbury,FL,675,675,16,485,10,190,7,2020,returns
23,Greg,Atkinson,Greg Atkinson,/in/mishawaka/mishawaka-marian-knights/athletes/greg-atkinson/football/stats/?careerid=3hdfo8nod2e44,3hdfo8nod2e44,"CB, WR",Mishawaka Marian,IN,671,671,9,129,24,542,11,2020,returns
24,Tyler,Sanders,Tyler Sanders,/ar/ozark/ozark-hillbillies/athletes/tyler-sanders/football/stats/?careerid=5l6au91aoq3g0,5l6au91aoq3g0,"RB, FS",Ozark,AR,668,668,20,475,8,193,13,2020,returns
25,Josiah,Hutchinson,Josiah Hutchinson,/mo/branson/branson-pirates/athletes/josiah-hutchinson/football/stats/?careerid=nas00drmu6nbb,nas00drmu6nbb,"WR, CB",Branson,MO,663,663,32,620,4,43,11,2020,returns
26,Nicholas,Marinak,Nicholas Marinak,/pa/cresson/penn-cambria-panthers/athletes/nicholas-marinak/football/stats/?careerid=lqd3qn8lkpvi2,lqd3qn8lkpvi2,"WR, CB",Penn Cambria,PA,662,662,24,634,2,28,10,2020,returns
27,Will,Ferrell,Will Ferrell,/al/bessemer/bessemer-academy-rebels/athletes/will-ferrell/football/stats/?careerid=2re92nc07gqff,2re92nc07gqff,"WR, SS",Bessemer Academy,AL,660,660,14,634,2,26,11,2020,returns
28,Dre,Williams,Dre Williams,/tx/new-caney/new-caney-eagles/athletes/dre-williams/football/stats/?careerid=r1c8buf7s84rb,r1c8buf7s84rb,,New Caney,TX,659,659,19,401,9,258,11,2020,returns
29,Kylon,Griffin,Kylon Griffin,/al/montgomery/montgomery-catholic-knights/athletes/kylon-griffin/football/stats/?careerid=btunl8rjdktj3,btunl8rjdktj3,"DB, WR",Montgomery Catholic,AL,654,654,11,511,12,143,15,2020,returns
30,Terran,Limuel,Terran Limuel,/tx/odessa/permian-panthers/athletes/terran-limuel/football/stats/?careerid=p4n8b2beh9mvf,p4n8b2beh9mvf,WR,Permian,TX,645,645,13,374,14,271,9,2020,returns
31,Luke,Detwiler,Luke Detwiler,/ks/lyndon/lyndon-tigers/athletes/luke-detwiler/football/stats/?careerid=khbumnga56444,khbumnga56444,"SS, RB",Lyndon,KS,642,642,10,457,5,185,12,2020,returns
32,Nate,Lockert,Nate Lockert,/ok/fairfax/woodland-cougars/athletes/nate-lockert/football/stats/?careerid=jl3n7aqku5lue,jl3n7aqku5lue,"QB, SS",Woodland,OK,641,641,13,401,10,240,14,2020,returns
33,Maguire,Anderson,Maguire Anderson,/fl/new-port-richey/mitchell-mustangs/athletes/maguire-anderson/football/stats/?careerid=ere1tvb8da4aa,ere1tvb8da4aa,"WR, OLB",Mitchell,FL,639,639,9,382,16,257,12,2020,returns
34,David,Spjut,David Spjut,/ut/kaysville/davis-darts/athletes/david-spjut/football/stats/?careerid=84m7ij4u3oqi2,84m7ij4u3oqi2,"WR, DB",Davis,UT,638,638,10,242,18,396,12,2020,returns
35,Kadeem,Robinson,Kadeem Robinson,/fl/riverview/riverview-sharks/athletes/kadeem-robinson/football/stats/?careerid=mcubq80dgeqcc,mcubq80dgeqcc,"WR, FS",Riverview,FL,637,637,20,592,1,45,9,2020,returns
36,Irone,Jackson,Irone Jackson,/fl/bradenton/manatee-hurricanes/athletes/irone-jackson/football/stats/?careerid=v4g7md5jj7pj3,v4g7md5jj7pj3,"RB, WR",Manatee,FL,636,636,13,503,15,133,10,2020,returns
37,Jacob,Cisneros,Jacob Cisneros,/az/anthem/boulder-creek-jaguars/athletes/jacob-cisneros/football/stats/?careerid=6stf1ifcl0jk4,6stf1ifcl0jk4,"RB, SS",Boulder Creek,AZ,634,634,14,495,7,139,10,2020,returns
38,Collin,Edwards,Collin Edwards,/ut/salt-lake-city/brighton-bengals/athletes/collin-edwards/football/stats/?careerid=8tkngddaqc7aa,8tkngddaqc7aa,WR,Brighton,UT,633,633,12,462,12,171,11,2020,returns
39,Jordan,Woodberry,Jordan Woodberry,/tx/huntsville/huntsville-hornets/athletes/jordan-woodberry/football/stats/?careerid=kssscer6pl5l5,kssscer6pl5l5,WR,Huntsville,TX,626,626,11,462,8,164,11,2020,returns
40,Gavin,Freeman,Gavin Freeman,/ok/oklahoma-city/heritage-hall-chargers/athletes/gavin-freeman/football/stats/?careerid=u11v9ka8p8244,u11v9ka8p8244,"FS, WR",Heritage Hall,OK,624,624,15,416,15,208,11,2020,returns
41,Garrett,Long,Garrett Long,/ok/adair/adair-warriors/athletes/garrett-long/football/stats/?careerid=rkggnnc40l677,rkggnnc40l677,"WR, SS",Adair,OK,619,619,20,476,13,143,12,2020,returns
42,Anthony,Mansfield,Anthony Mansfield,/pa/palmyra/palmyra-cougars/athletes/anthony-mansfield/football/stats/?careerid=sq41d5fpbu655,sq41d5fpbu655,"WR, FS",Palmyra,PA,618,618,16,618,0,0,8,2020,returns
43,Bret,Beebe,Bret Beebe,/ut/milford/milford-tigers/athletes/bret-beebe/football/stats/?careerid=2b6ndjrfan8qa,2b6ndjrfan8qa,"SB, CB",Milford,UT,618,618,18,463,19,185,13,2020,returns
44,Markez,Gillam,Markez Gillam,/oh/reynoldsburg/reynoldsburg-raiders/athletes/markez-gillam/football/stats/?careerid=339e4maa5aqee,339e4maa5aqee,"WR, RB",Reynoldsburg,OH,609,609,17,558,2,51,6,2020,returns
45,Erick,Garcia,Erick Garcia,/az/glendale/apollo-hawks/athletes/erick-garcia/football/stats/?careerid=1a788iqhaetee,1a788iqhaetee,"WR, DB",Apollo,AZ,607,607,11,395,8,212,8,2020,returns
46,Donovan,Williams,Donovan Williams,/az/surprise/willow-canyon-wildcats/athletes/donovan-williams/football/stats/?careerid=uofcsg91obubb,uofcsg91obubb,"WR, DB",Willow Canyon,AZ,603,603,11,273,16,330,7,2020,returns
47,Willie,Rice,Willie Rice,/ga/sharpsburg/east-coweta-indians/athletes/willie-rice/football/stats/?careerid=caan36vm8lhk4,caan36vm8lhk4,CB,East Coweta,GA,600,600,11,476,7,124,11,2020,returns
48,Cayden,Betts,Cayden Betts,/ms/corinth/corinth-warriors/athletes/cayden-betts/football/stats/?careerid=an3bhf4kpa5aa,an3bhf4kpa5aa,"RB, SS",Corinth,MS,600,600,14,498,9,102,10,2020,returns
49,Alex,Watters,Alex Watters,/mi/lansing/lansing-catholic-cougars/athletes/alex-watters/football/stats/?careerid=1fskbagttb844,1fskbagttb844,,Lansing Catholic,MI,596,596,10,285,13,311,11,2020,returns
50,Billy,Johnson,Billy Johnson,/ga/decatur/southwest-dekalb-panthers/athletes/billy-johnson/football/stats/?careerid=kev16ddej0ln7,kev16ddej0ln7,"HB, KR",Southwest DeKalb,GA,594,594,12,457,6,137,7,2020,returns
51,Jamari,Gassett,Jamari Gassett,/fl/tampa/tampa-bay-tech-titans/athletes/jamari-gassett/football/stats/?careerid=q5vjoee06p144,q5vjoee06p144,"WR, KR",Tampa Bay Tech,FL,593,593,8,371,8,222,12,2020,returns
52,Makavion,Potts,Makavion Potts,/tx/tyler/john-tyler-lions/athletes/makavion-potts/football/stats/?careerid=bbbjh8qrhmr77,bbbjh8qrhmr77,"WR, SS",Tyler,TX,593,593,19,468,6,125,9,2020,returns
53,Bird,Butler,Bird Butler,/ut/salt-lake-city/west-panthers/athletes/bird-butler/football/stats/?careerid=4rtu57tiipf55,4rtu57tiipf55,"WR, CB",West,UT,591,591,23,558,7,33,12,2020,returns
54,Lorenzo,Styles jr.,Lorenzo Styles jr.,/oh/pickerington/pickerington-central-tigers/athletes/lorenzo-styles-jr/football/stats/?careerid=mvidgatej02g0,mvidgatej02g0,WR,Pickerington Central,OH,589,589,3,123,18,466,8,2020,returns
55,Lane,Burns,Lane Burns,/in/butler/eastside-blazers/athletes/lane-burns/football/stats/?careerid=6kk5c4u2t9ui2,6kk5c4u2t9ui2,FS,Eastside,IN,588,588,11,190,23,398,12,2020,returns
56,Jacob,Thomas,Jacob Thomas,/va/ashburn/stone-bridge-bulldogs/athletes/jacob-thomas/football/stats/?careerid=q6i9s52ogotdd,q6i9s52ogotdd,"QB, CB",Stone Bridge,VA,586,586,4,87,16,499,9,2020,returns
57,Jake ,Stoner ,Jake  Stoner ,/ne/geneva/fillmore-central-panthers/athletes/jake-stoner/football/stats/?careerid=6vkl9l03ctv88,6vkl9l03ctv88,,Fillmore Central,NE,582,582,13,418,7,164,9,2020,returns
58,Donovan,Adkins,Donovan Adkins,/tx/kilgore/kilgore-bulldogs/athletes/donovan-adkins/football/stats/?careerid=dla0oha4jrmsc,dla0oha4jrmsc,"SS, QB",Kilgore,TX,581,581,15,358,9,223,11,2020,returns
59,Myles,Cox,Myles Cox,/in/zionsville/zionsville-eagles/athletes/myles-cox/football/stats/?careerid=l40cuu2tbs1k4,l40cuu2tbs1k4,,Zionsville,IN,580,580,19,436,20,144,12,2020,returns
60,Taco,Dowler,Taco Dowler,/mt/billings/billings-west-golden-bears/athletes/taco-dowler/football/stats/?careerid=c97ti094r8lcc,c97ti094r8lcc,WR,Billings West,MT,577,577,14,431,11,146,10,2020,returns
61,Wes,Myers,Wes Myers,/oh/johnstown/johnstown-monroe-johnnies/athletes/wes-myers/football/stats/?careerid=eebrvmlo2va99,eebrvmlo2va99,"RB, LB",Johnstown-Monroe,OH,575,575,18,410,14,165,11,2020,returns
62,Eric,Weatherly,Eric Weatherly,/fl/st-johns/bartram-trail-bears/athletes/eric-weatherly/football/stats/?careerid=hr28g06d2cki2,hr28g06d2cki2,"RB, SB",Bartram Trail,FL,574,574,10,329,12,245,11,2020,returns
63,Holtman,Doades,Holtman Doades,/in/bicknell/north-knox-warriors/athletes/holtman-doades/football/stats/?careerid=kifb2l0omdkqa,kifb2l0omdkqa,"WR, CB",North Knox,IN,568,568,13,430,6,138,9,2020,returns
64,Deonte,Jones,Deonte Jones,/in/indianapolis/indianapolis-lutheran-saints/athletes/deonte-jones/football/stats/?careerid=ggmuaqq2kod44,ggmuaqq2kod44,"WR, CB",Indianapolis Lutheran,IN,562,562,14,562,0,0,11,2020,returns
65,Brandin,Young,Brandin Young,/in/union-mills/south-central-satellites/athletes/brandin-young/football/stats/?careerid=blq0l325kertd,blq0l325kertd,"WR, DB",South Central,IN,560,560,19,481,4,79,10,2020,returns
66,Kaleb,Sanchez,Kaleb Sanchez,/ut/duchesne/duchesne-eagles/athletes/kaleb-sanchez/football/stats/?careerid=is8c3dhm425k4,is8c3dhm425k4,"RB, FS",Duchesne,UT,558,558,17,575,0,0,12,2020,returns
67,Solomon,Cole,Solomon Cole,/tx/sugar-land/fort-bend-christian-academy-eagles/athletes/solomon-cole/football/stats/?careerid=iikkfsovb1ag0,iikkfsovb1ag0,"CB, WR",Fort Bend Christian Academy,TX,556,556,15,326,16,230,10,2020,returns
68,Tyke,Tabor,Tyke Tabor,/tn/jackson/university-school-of-jackson-bruins/athletes/tyke-tabor/football/stats/?careerid=5opjfpu8ook66,5opjfpu8ook66,"WR, DB",University School of Jackson,TN,555,555,9,198,25,357,10,2020,returns
69,Damon,Sturm,Damon Sturm,/in/terre-haute/terre-haute-north-vigo-patriots/athletes/damon-sturm/football/stats/?careerid=uk9f5orvq13l5,uk9f5orvq13l5,"RB, CB",Terre Haute North Vigo,IN,555,555,17,555,0,0,9,2020,returns
70,Connor,Bell,Connor Bell,/wv/upper-glade/webster-county-highlanders/athletes/connor-bell/football/stats/?careerid=grr6jrqtooo22,grr6jrqtooo22,"G, MLB",Webster County,WV,555,555,25,555,0,0,10,2020,returns
71,Levi,Younger,Levi Younger,/wa/arlington/arlington-eagles/athletes/levi-younger/football/stats/?careerid=n92o52g9kdgsc,n92o52g9kdgsc,"WR, SB",Arlington,WA,553,553,16,471,5,82,5,2020,returns
72,Jerrel,Baskins,Jerrel Baskins,/ga/decatur/southwest-dekalb-panthers/athletes/jerrel-baskins/football/stats/?careerid=av62vducl21aa,av62vducl21aa,DE,Southwest DeKalb,GA,552,552,13,552,0,0,6,2020,returns
73,Chase,Carrington,Chase Carrington,/in/greencastle/greencastle-tiger-cubs/athletes/chase-carrington/football/stats/?careerid=8q5jujimocai2,8q5jujimocai2,"QB, CB",Greencastle,IN,552,552,14,316,16,244,11,2020,returns
74,Dawson,Schultz,Dawson Schultz,/ks/alma/wabaunsee-chargers/athletes/dawson-schultz/football/stats/?careerid=mpc3b2ah3t1k4,mpc3b2ah3t1k4,"WR, CB",Wabaunsee,KS,551,551,27,551,0,0,10,2020,returns
75,Adonis,Scott,Adonis Scott,/tx/desoto/desoto-eagles/athletes/adonis-scott/football/stats/?careerid=40chi0uf28r33,40chi0uf28r33,WR,DeSoto,TX,550,550,6,61,26,489,11,2020,returns
76,Hayden,Switzer,Hayden Switzer,/in/greencastle/south-putnam-eagles/athletes/hayden-switzer/football/stats/?careerid=133tfism0ud00,133tfism0ud00,"WR, FS",South Putnam,IN,548,548,13,341,10,216,13,2020,returns
77,Jordan,Favors,Jordan Favors,/ga/griffin/griffin-bears/athletes/jordan-favors/football/stats/?careerid=07ct7p109ghbb,07ct7p109ghbb,"SS, RB",Griffin,GA,547,547,18,547,0,0,12,2020,returns
78,Jack,Francis,Jack Francis,/ks/anthony/chaparral-roadrunners/athletes/jack-francis/football/stats/?careerid=fadsu0ao96066,fadsu0ao96066,"RB, RB",Chaparral,KS,547,547,15,405,6,142,7,2020,returns
79,Noah,Schiefelbein,Noah Schiefelbein,/nc/hampstead/topsail-pirates/athletes/noah-schiefelbein/football/stats/?careerid=sntbare17f4cc,sntbare17f4cc,"CB, WR",Topsail,NC,546,546,17,473,4,73,6,2020,returns
80,George,Pappas,George Pappas,/pa/manheim/manheim-central-barons/athletes/george-pappas/football/stats/?careerid=i5456f19a6hrb,i5456f19a6hrb,"FS, SS",Manheim Central,PA,542,542,17,474,8,68,8,2020,returns
81,Kishaun,Denton,Kishaun Denton,/ok/oklahoma-city/putnam-city-north-panthers/athletes/kishaun-denton/football/stats/?careerid=t8h940och0855,t8h940och0855,"WR, FS",Putnam City North,OK,542,542,14,542,0,0,9,2020,returns
82,Owen,Anderson,Owen Anderson,/pa/jersey-shore/jersey-shore-bulldogs/athletes/owen-anderson/football/stats/?careerid=dt85776tui4ue,dt85776tui4ue,"S, WR",Jersey Shore,PA,541,541,9,286,17,255,11,2020,returns
83,Cole,Martin,Cole Martin,/az/chandler/hamilton-huskies/athletes/cole-martin/football/stats/?careerid=no1jvtv91i555,no1jvtv91i555,"CB, RB",Hamilton,AZ,541,541,11,244,17,297,10,2020,returns
84,Nick,Flesher,Nick Flesher,/in/merrillville/andrean-fighting-59ers/athletes/nick-flesher/football/stats/?careerid=7qfceo6gks4qa,7qfceo6gks4qa,"WR, ATH",Andrean,IN,539,539,10,256,18,283,13,2020,returns
85,Rashaud,Clark,Rashaud Clark,/fl/jacksonville/englewood-rams/athletes/rashaud-clark/football/stats/?careerid=h8k8rr55ilj99,h8k8rr55ilj99,"WR, CB",Englewood,FL,535,535,9,525,2,10,8,2020,returns
86,Danny,Baird,Danny Baird,/ga/sharpsburg/trinity-christian-lions/athletes/danny-baird/football/stats/?careerid=r4onieke54bj3,r4onieke54bj3,"WR, S",Trinity Christian,GA,535,535,17,535,0,0,14,2020,returns
87,Kyle,Denney,Kyle Denney,/oh/westerville/westerville-central-warhawks/athletes/kyle-denney/football/stats/?careerid=ka2riitl9so00,ka2riitl9so00,"WR, CB",Westerville Central,OH,534,534,17,407,19,127,9,2020,returns
88,Shyheim,Brown,Shyheim Brown,/fl/lake-city/columbia-tigers/athletes/shyheim-brown/football/stats/?careerid=1r207ksecpd44,1r207ksecpd44,"CB, OLB",Columbia,FL,533,533,16,525,6,8,10,2020,returns
89,Zay,Davis,Zay Davis,/pa/mckees-rocks/sto-rox-vikings/athletes/zay-davis/football/stats/?careerid=ms9t2sbhs5nee,ms9t2sbhs5nee,"RB, SB",Sto-Rox,PA,532,532,14,336,7,196,9,2020,returns
90,Shawn,Martin,Shawn Martin,/nj/scotch-plains/scotch-plains-fanwood-raiders/athletes/shawn-martin/football/stats/?careerid=if897dr4urbo8,if897dr4urbo8,"RB, FS",Scotch Plains-Fanwood,NJ,527,527,6,414,7,113,7,2020,returns
91,Khalil,Anderson,Khalil Anderson,/ga/sandy-springs/riverwood-raiders/athletes/khalil-anderson/football/stats/?careerid=j5t3ifussej77,j5t3ifussej77,"CB, SB",Riverwood,GA,525,525,11,263,16,262,9,2020,returns
92,Jalen,Thompson,Jalen Thompson,/tx/fort-worth/vr-eaton-eagles/athletes/jalen-thompson/football/stats/?careerid=5k7n8d9gu7255,5k7n8d9gu7255,"RB, SS",V.R. Eaton,TX,524,524,10,231,44,293,13,2020,returns
93,Dakota,Fisher,Dakota Fisher,/fl/chiefland/chiefland-indians/athletes/dakota-fisher/football/stats/?careerid=bjthora86cl66,bjthora86cl66,"WR, C",Chiefland,FL,523,523,17,523,0,0,9,2020,returns
94,Gage,Businger,Gage Businger,/in/monticello/twin-lakes-indians/athletes/gage-businger/football/stats/?careerid=1kcbqd7p29o99,1kcbqd7p29o99,"WR, FS",Twin Lakes,IN,522,522,27,363,11,159,8,2020,returns
95,Antwon,Mccrae,Antwon Mccrae,/fl/jacksonville/westside-wolverines/athletes/antwon-mccrae/football/stats/?careerid=4n5fieqqr7gaa,4n5fieqqr7gaa,WR,Westside,FL,522,522,10,320,11,202,8,2020,returns
96,Cobie,Bates,Cobie Bates,/fl/jacksonville/raines-vikings/athletes/cobie-bates/football/stats/?careerid=amio250uvmjdd,amio250uvmjdd,,Oakleaf,FL,520,520,11,386,5,134,9,2020,returns
97,Kirby,Baynes,Kirby Baynes,/ut/park-city/park-city-miners/athletes/kirby-baynes/football/stats/?careerid=2npq4md40buj3,2npq4md40buj3,"FS, SB",Park City,UT,519,519,15,412,5,107,12,2020,returns
98,Tyler,Akers,Tyler Akers,/tx/azle/azle-hornets/athletes/tyler-akers/football/stats/?careerid=qhikusehptcrb,qhikusehptcrb,"WR, KR",Azle,TX,519,519,26,519,0,0,10,2020,returns
99,Austin,Carlton,Austin Carlton,/ar/mansfield/mansfield-tigers/athletes/austin-carlton/football/stats/?careerid=pq58n0lbssj77,pq58n0lbssj77,"WR, FS",Mansfield,AR,518,518,20,459,2,59,10,2020,returns
100,Ladd,Ivins,Ladd Ivins,/ut/blanding/san-juan-broncos/athletes/ladd-ivins/football/stats/?careerid=acfedqd0s9avf,acfedqd0s9avf,"WR, FS",San Juan,UT,518,518,16,399,12,119,12,2020,returns
101,Kaleb,Harrold,Kaleb Harrold,/fl/seminole/osceola-warriors/athletes/kaleb-harrold/football/stats/?careerid=2748np3m2m6j3,2748np3m2m6j3,"WR, FS",Osceola,FL,517,517,22,510,1,7,7,2020,returns
102,Mossiah,Carter,Mossiah Carter,/ga/lawrenceville/mountain-view-bears/athletes/mossiah-carter/football/stats/?careerid=sgsrb86uroc88,sgsrb86uroc88,"WR, DB",Mountain View,GA,515,515,22,515,0,0,10,2020,returns
103,Jordan,Smith,Jordan Smith,/sc/columbia/ridge-view-blazers/athletes/jordan-smith/football/stats/?careerid=scmomh5urgqp9,scmomh5urgqp9,"WR, CB",Ridge View,SC,514,514,7,266,7,248,6,2020,returns
104,Jahiem,Johnson,Jahiem Johnson,/ms/sebastopol/sebastopol-bobcats/athletes/jahiem-johnson/football/stats/?careerid=dqf9q6ak76jm6,dqf9q6ak76jm6,"WR, CB",Sebastopol,MS,512,512,15,453,3,59,12,2020,returns
105,Logan,Draper,Logan Draper,/ut/monticello/monticello-buckaroo/athletes/logan-draper/football/stats/?careerid=g7fmnvjjjven7,g7fmnvjjjven7,,Monticello,UT,511,511,26,482,8,29,10,2020,returns
106,Sheldon,Eley,Sheldon Eley,/in/portland/jay-county-patriots/athletes/sheldon-eley/football/stats/?careerid=ij27mcg0u4nk4,ij27mcg0u4nk4,"WR, CB",Jay County,IN,510,510,32,497,1,13,9,2020,returns
107,Troy,Oliver jr,Troy Oliver jr,/tx/leander/rouse-raiders/athletes/troy-oliver-jr/football/stats/?careerid=g4med5mvdteg0,g4med5mvdteg0,"SB, RB",Rouse,TX,509,509,12,301,7,208,12,2020,returns
108,Cameron,Petzoldt,Cameron Petzoldt,/ne/grand-island/northwest-vikings/athletes/cameron-petzoldt/football/stats/?careerid=0ttvnv4avlfk4,0ttvnv4avlfk4,"CB, WR",Northwest,NE,507,507,17,402,7,105,10,2020,returns
109,Landon,Owens,Landon Owens,/ga/athens/prince-avenue-christian-wolverines/athletes/landon-owens/football/stats/?careerid=a0e1jeq5tau22,a0e1jeq5tau22,"RB, WR",Prince Avenue Christian,GA,506,506,13,489,1,17,14,2020,returns
110,Nate,Rembert,Nate Rembert,/fl/wildwood/wildwood-wildcats/athletes/nate-rembert/football/stats/?careerid=nrn652debg4p9,nrn652debg4p9,ATH,Wildwood,FL,503,503,8,227,11,276,11,2020,returns
111,Will,Krizkowski,Will Krizkowski,/ks/olathe/olathe-west-owls/athletes/will-krizkowski/football/stats/?careerid=8n7urkdhhg488,8n7urkdhhg488,S,Olathe West,KS,503,503,16,304,15,199,9,2020,returns
112,Pj,Behan,Pj Behan,/mo/st-louis/micds-rams/athletes/pj-behan/football/stats/?careerid=v3th8pv7kvfff,v3th8pv7kvfff,"S, WR",MICDS,MO,503,503,12,425,3,78,8,2020,returns
113,Reed,Martin,Reed Martin,/pa/pittsburgh/plum-mustangs/athletes/reed-martin/football/stats/?careerid=jlpsou4b9rio8,jlpsou4b9rio8,"WR, CB",Plum,PA,503,503,12,351,8,152,9,2020,returns
114,Jalon,Rock,Jalon Rock,/tx/arlington/mansfield-summit-jaguars/athletes/jalon-rock/football/stats/?careerid=6iuepngk20ih1,6iuepngk20ih1,CB,Mansfield Summit,TX,502,502,10,461,3,41,13,2020,returns
115,Lydell,Daniel,Lydell Daniel,/ga/douglasville/south-paulding-spartans/athletes/lydell-daniel/football/stats/?careerid=q446rqjmqpml5,q446rqjmqpml5,"RB, WR",Lithia Springs,GA,498,498,12,331,7,167,10,2020,returns
116,Angelo,Alvarez,Angelo Alvarez,/az/cottonwood/mingus-marauders/athletes/angelo-alvarez/football/stats/?careerid=fnl96sot425cc,fnl96sot425cc,"CB, WR",Mingus,AZ,498,498,15,437,3,61,7,2020,returns
