return_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_return_yards,kickoff_returns,kickoff_return_yards,punt_returns,punt_return_yards,games_played,year,category
11,Deqarius,"""shug"" calhoun","Deqarius ""shug"" calhoun",/tx/houston/westfield-mustangs/athletes/deqarius-shug-calhoun/football/stats/?careerid=av33orf9sp611,av33orf9sp611,"CB, FS",Westfield,TX,858,858,10,279,22,579,12,2021,returns
12,Deville,"""djoker"" dickerson","Deville ""djoker"" dickerson",/ca/lompoc/lompoc-braves/athletes/deville-djoker-dickerson/football/stats/?careerid=tth2ch4g7hc66,tth2ch4g7hc66,"FS, CB",Lompoc,CA,854,854,15,538,9,316,11,2021,returns
13,Blaine,Peebles,Blaine Peebles,/co/hotchkiss/north-fork-miners/athletes/blaine-peebles/football/stats/?careerid=23n7if9m4b1vf,23n7if9m4b1vf,WR,North Fork,CO,849,849,11,448,9,401,11,2021,returns
14,Dalton,Hurd,Dalton Hurd,/ok/pawhuska/pawhuska-huskies/athletes/dalton-hurd/football/stats/?careerid=j3i222kui0o33,j3i222kui0o33,"WR, CB",Pawhuska,OK,837,837,9,293,21,544,12,2021,returns
15,Michael,Brouillette,Michael Brouillette,/co/denver/mullen-mustangs/athletes/michael-brouillette/football/stats/?careerid=9i1gban8um8k4,9i1gban8um8k4,"WR, S",Mullen,CO,821,821,15,669,13,152,12,2021,returns
16,Daniel,Goodrich,Daniel Goodrich,/ca/irvine/woodbridge-warriors/athletes/daniel-goodrich/football/stats/?careerid=2cvm2pflra6m6,2cvm2pflra6m6,"WR, DB",Woodbridge,CA,814,814,27,667,5,147,13,2021,returns
17,Edward,Schultz,Edward Schultz,/ca/san-juan-capistrano/san-juan-hills-stallions/athletes/edward-schultz/football/stats/?careerid=p8if8lcae3eue,p8if8lcae3eue,"WR, SS",JSerra Catholic,CA,812,812,23,812,0,0,11,2021,returns
18,Junior,Vandeross,Junior Vandeross,/fl/tampa/jesuit-tigers/athletes/junior-vandeross/football/stats/?careerid=7hu12nh3e7866,7hu12nh3e7866,"WR, RB",Jesuit,FL,793,793,17,427,14,366,15,2021,returns
19,Larenzo,Fenner,Larenzo Fenner,/mo/independence/fort-osage-indians/athletes/larenzo-fenner/football/stats/?careerid=fgfp56v40l0ee,fgfp56v40l0ee,WR,Fort Osage,MO,782,782,14,398,17,384,13,2021,returns
20,Eli,Aston,Eli Aston,/in/st-leon/east-central-trojans/athletes/eli-aston/football/stats/?careerid=t51hf8phd8q88,t51hf8phd8q88,"WR, RB",East Central,IN,781,781,16,540,17,241,13,2021,returns
21,Lawson,Wenninger,Lawson Wenninger,/tx/graham/graham-steers/athletes/lawson-wenninger/football/stats/?careerid=e9brtj9d4n6vf,e9brtj9d4n6vf,"WR, CB",Graham,TX,778,778,15,350,24,428,11,2021,returns
22,Steven,Ceniceros,Steven Ceniceros,/ca/san-pedro/mary-star-of-the-sea-stars/athletes/steven-ceniceros/football/stats/?careerid=muvsb3jsch8aa,muvsb3jsch8aa,,Mary Star of the Sea,CA,772,772,20,703,5,69,10,2021,returns
23,Raymond,Casillas,Raymond Casillas,/ca/santa-ana/santa-ana-saints/athletes/raymond-casillas/football/stats/?careerid=j6k7kb344ovm6,j6k7kb344ovm6,"WR, FS",Santa Ana,CA,769,769,16,379,22,383,11,2021,returns
24,Jeremiah,Knowles,Jeremiah Knowles,/pa/ephrata/ephrata-mountaineers/athletes/jeremiah-knowles/football/stats/?careerid=2c5ia518m4499,2c5ia518m4499,"WR, CB",Ephrata,PA,767,767,20,598,9,169,10,2021,returns
25,Cole,Blaylock,Cole Blaylock,/al/mobile/ums-wright-prep-bulldogs/athletes/cole-blaylock/football/stats/?careerid=pnk74ao2bgnk4,pnk74ao2bgnk4,RB,UMS-Wright Prep,AL,767,767,19,479,25,288,13,2021,returns
26,Kade,Wilson,Kade Wilson,/ks/valley-center/valley-center-hornets/athletes/kade-wilson/football/stats/?careerid=gkjrsnirnb377,gkjrsnirnb377,"CB, WR",Valley Center,KS,766,766,23,514,9,252,9,2021,returns
27,Courtland,Simmons,Courtland Simmons,/tn/nashville/davidson-academy-bears/athletes/courtland-simmons/football/stats/?careerid=fnpji4pd5q677,fnpji4pd5q677,"WR, DB",Davidson Academy,TN,765,765,21,644,9,121,13,2021,returns
28,Dominic,Esparza,Dominic Esparza,/nm/albuquerque/st-pius-x-sartans/athletes/dominic-esparza/football/stats/?careerid=phm96r3q16ej3,phm96r3q16ej3,"DB, SB",St. Pius X,NM,764,764,13,519,12,245,10,2021,returns
29,Nick,Laughlin,Nick Laughlin,/me/cape-elizabeth/cape-elizabeth-capers/athletes/nick-laughlin/football/stats/?careerid=7ktg965ats3td,7ktg965ats3td,"WR, FS",Cape Elizabeth,ME,759,759,5,259,13,500,11,2021,returns
30,Troydell,Dixon jr.,Troydell Dixon jr.,/co/aurora/smoky-hill-buffaloes/athletes/troydell-dixon-jr/football/stats/?careerid=h4862ockmevsc,h4862ockmevsc,WR,Smoky Hill,CO,752,752,28,731,10,21,11,2021,returns
31,Roger,Gradney,Roger Gradney,/tx/altair/rice-consolidated-raiders/athletes/roger-gradney/football/stats/?careerid=u97je07m51nsc,u97je07m51nsc,"QB, RB",Rice Consolidated,TX,750,750,16,468,8,282,10,2021,returns
32,Jordan,Garrison,Jordan Garrison,/ca/calabasas/viewpoint-patriots/athletes/jordan-garrison/football/stats/?careerid=5btq8pnfdjvm6,5btq8pnfdjvm6,"WR, DB",Viewpoint,CA,750,750,18,481,10,261,9,2021,returns
33,Cole,Pruett,Cole Pruett,/hi/kahuku/kahuku-red-raiders/athletes/cole-pruett/football/stats/?careerid=lsc4bvnb3g2dd,lsc4bvnb3g2dd,"SB, WR",Monroe,WA,747,747,16,477,12,270,9,2021,returns
34,Cervando,Vega,Cervando Vega,/az/prescott/prescott-badgers/athletes/cervando-vega/football/stats/?careerid=6sr62aobvbo88,6sr62aobvbo88,"SS, RB",Prescott,AZ,745,745,24,541,15,204,12,2021,returns
35,Kaleb,Webb,Kaleb Webb,/ga/powder-springs/mceachern-indians/athletes/kaleb-webb/football/stats/?careerid=k4qka0dqlouaa,k4qka0dqlouaa,WR,McEachern,GA,744,744,18,534,20,210,12,2021,returns
36,Nick,Ayre,Nick Ayre,/ca/santa-rosa/cardinal-newman-cardinals/athletes/nick-ayre/football/stats/?careerid=chaq8majo04rb,chaq8majo04rb,"WR, DB",Cardinal Newman,CA,741,741,24,490,15,251,12,2021,returns
37,Carter,Abel,Carter Abel,/ca/redding/university-prep-panthers/athletes/carter-abel/football/stats/?careerid=esiqnq8v43433,esiqnq8v43433,"RB, LB",University Prep,CA,741,741,11,435,12,306,13,2021,returns
38,Nolen,Scott,Nolen Scott,/or/sherwood/sherwood-bowmen/athletes/nolen-scott/football/stats/?careerid=2r7n0mu09el66,2r7n0mu09el66,"RB, DB",Sherwood,OR,737,737,21,698,6,39,12,2021,returns
39,Dominic,Oliverio,Dominic Oliverio,/in/fishers/fishers-tigers/athletes/dominic-oliverio/football/stats/?careerid=7jhrdk8457nqa,7jhrdk8457nqa,"ATH, OLB",Fishers,IN,736,736,32,736,0,0,10,2021,returns
40,Jaxon,Young,Jaxon Young,/nv/las-vegas/durango-trailblazers/athletes/jaxon-young/football/stats/?careerid=6mpjl4rofgko8,6mpjl4rofgko8,"WR, DB",Durango,NV,733,733,21,556,10,177,9,2021,returns
41,Cai'reis,Curby,Cai'reis Curby,/co/aurora/aurora-central-trojans/athletes/caireis-curby/football/stats/?careerid=tdt78nrr7dj22,tdt78nrr7dj22,"RB, SS",Aurora Central,CO,725,725,13,523,11,202,11,2021,returns
42,Luther,Burden iii,Luther Burden iii,/il/east-st-louis/east-st-louis-flyers/athletes/luther-burden-iii/football/stats/?careerid=pbetsv08qq6o8,pbetsv08qq6o8,WR,East St. Louis,IL,724,724,0,0,18,724,12,2021,returns
43,Jayon,Hailey,Jayon Hailey,/pa/lansdowne/penn-wood-patriots/athletes/jayon-hailey/football/stats/?careerid=clq15u7sk9ktd,clq15u7sk9ktd,"RB, LB",Penn Wood,PA,723,723,20,653,1,70,8,2021,returns
44,Henry,O'keefe,Henry O'keefe,/in/fort-wayne/fort-wayne-bishop-dwenger-saints-tuffy/athletes/henry-okeefe/football/stats/?careerid=tqs5fuj9ta233,tqs5fuj9ta233,"WR, CB",Fort Wayne Bishop Dwenger,IN,723,723,19,612,7,123,12,2021,returns
45,Samir,Miller,Samir Miller,/nj/pleasantville/pleasantville-greyhounds/athletes/samir-miller/football/stats/?careerid=upjgai04h3jo8,upjgai04h3jo8,QB,Pleasantville,NJ,721,721,24,673,3,48,10,2021,returns
46,Reece,Griffin jr,Reece Griffin jr,/ca/stockton/mcnair-eagles/athletes/reece-griffin-jr/football/stats/?careerid=vt97k0ae8irj3,vt97k0ae8irj3,"RB, WR",McNair,CA,718,718,15,623,2,95,9,2021,returns
47,Kason,O'shields,Kason O'shields,/tx/hawley/hawley-bearcats/athletes/kason-oshields/football/stats/?careerid=b0jjk4g9omq66,b0jjk4g9omq66,"WR, FS",Hawley,TX,715,715,7,226,21,489,16,2021,returns
48,Tristan,Robertson,Tristan Robertson,/in/monticello/twin-lakes-indians/athletes/tristan-robertson/football/stats/?careerid=okk9voghaalqa,okk9voghaalqa,"RB, CB",Twin Lakes,IN,714,714,34,688,9,26,10,2021,returns
49,Cj,Dorsey,Cj Dorsey,/fl/jacksonville/parker-braves/athletes/cj-dorsey/football/stats/?careerid=o064jpkmt5dtd,o064jpkmt5dtd,"CB, RB",Parker,FL,711,711,17,320,13,391,11,2021,returns
50,Brody,Rhodes,Brody Rhodes,/pa/waynesboro/waynesboro-indians/athletes/brody-rhodes/football/stats/?careerid=3omtrno8fbv33,3omtrno8fbv33,"FS, WR",Waynesboro,PA,702,702,25,562,10,140,12,2021,returns
51,Grant,Hess,Grant Hess,/tx/muenster/muenster-hornets/athletes/grant-hess/football/stats/?careerid=nb94e37rj6en7,nb94e37rj6en7,"WR, CB",Muenster,TX,698,698,9,302,17,396,13,2021,returns
52,Cheyenne,Allen,Cheyenne Allen,/in/north-judson/north-judson-san-pierre-bluejays/athletes/cheyenne-allen/football/stats/?careerid=l9ak2n81pttbb,l9ak2n81pttbb,"RB, FS",North Judson-San Pierre,IN,698,698,17,572,4,126,13,2021,returns
53,Avery,Chapman,Avery Chapman,/wv/glenville/gilmer-county-titans/athletes/avery-chapman/football/stats/?careerid=v628l3fdups99,v628l3fdups99,"WR, S",Gilmer County,WV,695,695,21,443,15,252,10,2021,returns
54,Amir,Dendy,Amir Dendy,/sc/pendleton/pendleton-bulldogs/athletes/amir-dendy/football/stats/?careerid=t92a4cpspuj66,t92a4cpspuj66,RB,Westside,SC,694,694,22,671,1,23,10,2021,returns
55,Gavin,Freeman,Gavin Freeman,/ok/oklahoma-city/heritage-hall-chargers/athletes/gavin-freeman/football/stats/?careerid=u11v9ka8p8244,u11v9ka8p8244,"FS, WR",Heritage Hall,OK,694,694,10,360,21,334,13,2021,returns
56,Ryan,Pentz,Ryan Pentz,/pa/mill-hall/central-mountain-wildcats/athletes/ryan-pentz/football/stats/?careerid=flrd3eiuib055,flrd3eiuib055,"RB, DB",Central Mountain,PA,690,690,22,584,7,106,11,2021,returns
57,Erik,Saiz,Erik Saiz,/ca/covina/northview-vikings/athletes/erik-saiz/football/stats/?careerid=l3atjg8vrhkcc,l3atjg8vrhkcc,"WR, SS",Northview,CA,689,689,15,395,18,294,14,2021,returns
58,Jesse,Fields,Jesse Fields,/fl/plantation/south-plantation-paladins/athletes/jesse-fields/football/stats/?careerid=lhk6dvgnvpom6,lhk6dvgnvpom6,"WR, RB",South Plantation,FL,688,688,21,676,1,12,8,2021,returns
59,Hyrum,Tanner,Hyrum Tanner,/az/tucson/empire-ravens/athletes/hyrum-tanner/football/stats/?careerid=htn9ho56vsqj3,htn9ho56vsqj3,"WR, SS",Empire,AZ,688,688,21,543,10,145,11,2021,returns
60,Colby,Buzzard,Colby Buzzard,/wv/seth/sherman-tide/athletes/colby-buzzard/football/stats/?careerid=78r7ou53cfjvf,78r7ou53cfjvf,"WR, CB",Sherman,WV,687,687,23,682,3,5,11,2021,returns
61,Dominic,Soares,Dominic Soares,/ca/granite-bay/granite-bay-grizzlies/athletes/dominic-soares/football/stats/?careerid=s7b5domteiv55,s7b5domteiv55,"WR, DB",Granite Bay,CA,686,686,15,375,19,311,11,2021,returns
62,Austin,Brawley,Austin Brawley,/oh/massillon/washington-tigers/athletes/austin-brawley/football/stats/?careerid=1t86cnmi10t00,1t86cnmi10t00,"S, WR",Washington,OH,686,686,15,406,20,280,10,2021,returns
63,Dameon,Owens,Dameon Owens,/ks/atchison/atchison-phoenix/athletes/dameon-owens/football/stats/?careerid=94ohq97p2mddd,94ohq97p2mddd,"RB, WR",Atchison,KS,685,685,19,604,3,81,8,2021,returns
64,Gabe,Escobedo,Gabe Escobedo,/az/miami/miami-vandals/athletes/gabe-escobedo/football/stats/?careerid=td056bpsdetue,td056bpsdetue,WR,Miami,AZ,683,683,6,364,9,319,9,2021,returns
65,Aundre,Gibson,Aundre Gibson,/az/goodyear/desert-edge-scorpions/athletes/aundre-gibson/football/stats/?careerid=1fpcdu7aubn22,1fpcdu7aubn22,"CB, SS",Desert Edge,AZ,679,679,14,550,6,129,13,2021,returns
66,Garrett,Bidwell,Garrett Bidwell,/ca/modesto/modesto-panthers/athletes/garrett-bidwell/football/stats/?careerid=5bia0a55lpd44,5bia0a55lpd44,"RB, WR",Modesto,CA,678,678,21,625,2,53,9,2021,returns
67,Amel,Conway,Amel Conway,/ny/watervliet/watervliet-cannoneers/athletes/amel-conway/football/stats/?careerid=nfbikqq25n3i2,nfbikqq25n3i2,"WR, CB",Watervliet,NY,678,678,12,259,14,419,9,2021,returns
68,Luke,Moya,Luke Moya,/tx/corpus-christi/corpus-christi-veterans-memorial-eagles/athletes/luke-moya/football/stats/?careerid=m5n5in6j9kcj3,m5n5in6j9kcj3,"RB, SS",Corpus Christi Veterans Memorial,TX,678,678,21,647,3,31,13,2021,returns
69,Trey,Tremba,Trey Tremba,/pa/allentown/parkland-trojans/athletes/trey-tremba/football/stats/?careerid=sbrdv81qv3en7,sbrdv81qv3en7,"RB, SB",Parkland,PA,678,678,17,412,22,266,11,2021,returns
70,Rashawn,Jackson,Rashawn Jackson,/ca/los-angeles/venice-gondoliers/athletes/rashawn-jackson/football/stats/?careerid=3jevqhlmuqcff,3jevqhlmuqcff,"WR, FS",Venice,CA,676,676,5,343,13,333,12,2021,returns
71,Kariyen,Boniaby goins,Kariyen Boniaby goins,/tx/angleton/angleton-wildcats/athletes/kariyen-boniaby-goins/football/stats/?careerid=edi8hugchj1td,edi8hugchj1td,"QB, FS",Angleton,TX,674,674,26,616,1,58,11,2021,returns
72,Dante,Capolungo,Dante Capolungo,/co/littleton/dakota-ridge-eagles/athletes/dante-capolungo/football/stats/?careerid=89gdv7n3gqerb,89gdv7n3gqerb,"DB, WR",Dakota Ridge,CO,674,674,11,355,14,319,12,2021,returns
73,Brendan,Wagner,Brendan Wagner,/mt/whitehall/whitehall-harrison-trojans/athletes/brendan-wagner/football/stats/?careerid=65ojqdsl18nn7,65ojqdsl18nn7,"WR, CB",Whitehall/Harrison,MT,673,673,17,503,11,170,10,2021,returns
74,Que’sean,Brown,Que’sean Brown,/nc/kernersville/east-forsyth-eagles/athletes/que%E2%80%99sean-brown/football/stats/?careerid=taape67ugp222,taape67ugp222,"SB, WR",East Forsyth,NC,669,669,13,486,8,183,13,2021,returns
75,Anthony,Annee,Anthony Annee,/in/indianapolis/brebeuf-jesuit-preparatory-braves/athletes/anthony-annee/football/stats/?careerid=lmt2i77v9itn7,lmt2i77v9itn7,"FS, WR",Brebeuf Jesuit Preparatory,IN,669,669,23,525,20,144,15,2021,returns
76,Caleb,Johnson,Caleb Johnson,/co/longmont/longmont-trojans/athletes/caleb-johnson/football/stats/?careerid=svb98jmo34ml5,svb98jmo34ml5,WR,Longmont,CO,666,666,20,634,4,32,11,2021,returns
77,Michael,Marinelli,Michael Marinelli,/nj/cedar-grove/cedar-grove-panthers/athletes/michael-marinelli/football/stats/?careerid=tr24co7384ro8,tr24co7384ro8,"RB, CB",Cedar Grove,NJ,661,661,15,457,16,204,13,2021,returns
78,Tommy,Carberry,Tommy Carberry,/az/florence/florence-gophers/athletes/tommy-carberry/football/stats/?careerid=fgqc9vaceh4l5,fgqc9vaceh4l5,"WR, FS",Florence,AZ,660,660,20,478,10,182,9,2021,returns
79,Reis,Walker,Reis Walker,/in/speedway/speedway-sparkplugs/athletes/reis-walker/football/stats/?careerid=ebihmeji0nvvf,ebihmeji0nvvf,"FS, WB",Speedway,IN,660,660,23,444,8,216,12,2021,returns
80,Isaac,Urrutia,Isaac Urrutia,/tx/fabens/fabens-wildcats/athletes/isaac-urrutia/football/stats/?careerid=nr0snie85o833,nr0snie85o833,"RB, CB",Fabens,TX,659,659,9,264,12,395,11,2021,returns
81,Micah,Johnson,Micah Johnson,/az/winslow/winslow-bulldogs/athletes/micah-johnson/football/stats/?careerid=l6nn2hmu2diqa,l6nn2hmu2diqa,"WR, DB",Winslow,AZ,658,658,20,505,5,153,9,2021,returns
82,Brandon,Hills,Brandon Hills,/co/colorado-springs/vista-ridge-wolves/athletes/brandon-hills/football/stats/?careerid=qbtd4p9timlk4,qbtd4p9timlk4,WR,Vista Ridge,CO,658,658,10,451,10,207,11,2021,returns
83,Markez,Gillam,Markez Gillam,/oh/reynoldsburg/reynoldsburg-raiders/athletes/markez-gillam/football/stats/?careerid=339e4maa5aqee,339e4maa5aqee,WR,Reynoldsburg,OH,658,658,18,431,10,227,11,2021,returns
84,Maurice,Sampson,Maurice Sampson,/pa/pittsburgh/fox-chapel-foxes/athletes/maurice-sampson/football/stats/?careerid=ah0f7nhmmgsi2,ah0f7nhmmgsi2,"RB, LB",Fox Chapel,PA,656,656,31,656,0,0,12,2021,returns
85,Shank(xzorion),Brown,Shank(xzorion) Brown,/sc/williamston/palmetto-mustangs/athletes/shank-xzorion-brown/football/stats/?careerid=81hfvv8omg7sc,81hfvv8omg7sc,"FS, WR",Palmetto,SC,652,652,22,652,0,0,10,2021,returns
86,Steven,Stephany,Steven Stephany,/in/lafayette/lafayette-jefferson-bronchos/athletes/steven-stephany/football/stats/?careerid=q590vn0h684td,q590vn0h684td,"FS, SS",Lafayette Jefferson,IN,652,652,17,652,0,0,11,2021,returns
87,Kanyon,Mcgahey,Kanyon Mcgahey,/ok/ringling/ringling-blue-devils/athletes/kanyon-mcgahey/football/stats/?careerid=n37pu88319q99,n37pu88319q99,"CB, WR",Ringling,OK,652,652,1,77,20,575,15,2021,returns
88,Jacob,Gastrock,Jacob Gastrock,/ca/hayward/mt-eden-monarchs/athletes/jacob-gastrock/football/stats/?careerid=uhchikht1sq55,uhchikht1sq55,"WR, DB",Mt. Eden,CA,651,651,14,549,3,102,10,2021,returns
89,Patrick,Primus,Patrick Primus,/nc/laurinburg/scotland-fighting-scots/athletes/patrick-primus/football/stats/?careerid=fjajct7phjutd,fjajct7phjutd,"RB, CB",Scotland,NC,650,650,15,381,14,269,12,2021,returns
90,Dominic,Bouscher,Dominic Bouscher,/oh/toronto/toronto-red-knights/athletes/dominic-bouscher/football/stats/?careerid=5fqdhlp1ddal5,5fqdhlp1ddal5,"DB, WR",Toronto,OH,649,649,22,482,12,167,11,2021,returns
91,Avery,Mcfadden,Avery Mcfadden,/sc/simpsonville/hillcrest-rams/athletes/avery-mcfadden/football/stats/?careerid=17q5t1o4k6fee,17q5t1o4k6fee,"WR, PR",Hillcrest,SC,646,646,11,393,11,253,11,2021,returns
92,Jewel,Fletcher,Jewel Fletcher,/tx/wichita-falls/hirschi-huskies/athletes/jewel-fletcher/football/stats/?careerid=khek2sf3652o8,khek2sf3652o8,"WR, SS",Hirschi,TX,646,646,8,208,18,438,15,2021,returns
93,Jethro,Hochstetler,Jethro Hochstetler,/in/middlebury/northridge/athletes/jethro-hochstetler/football/stats/?careerid=l65j16povein7,l65j16povein7,"SS, WR",Northridge,IN,646,646,17,276,25,370,15,2021,returns
94,Kyle,Gabbard,Kyle Gabbard,/in/new-castle/new-castle-trojans/athletes/kyle-gabbard/football/stats/?careerid=1juvouc6uaqtd,1juvouc6uaqtd,"WR, DB",New Castle,IN,645,645,28,645,0,0,10,2021,returns
95,Josh,Patterson,Josh Patterson,/ga/sugar-hill/georgia-force-christian-blue-knights/athletes/josh-patterson/football/stats/?careerid=s8f2a25tsfg55,s8f2a25tsfg55,"WR, S",Georgia Force Christian,GA,645,645,14,384,13,261,11,2021,returns
96,Mekhi,Smith,Mekhi Smith,/ky/louisville/st-xavier-tigers/athletes/mekhi-smith/football/stats/?careerid=isfvj1kh3s388,isfvj1kh3s388,"QB, WR",St. Xavier,KY,642,642,14,337,20,305,14,2021,returns
97,Owen,Sensenig,Owen Sensenig,/pa/manheim/manheim-central-barons/athletes/owen-sensenig/football/stats/?careerid=j7tl0odc1ggsc,j7tl0odc1ggsc,"WR, DB",Manheim Central,PA,641,641,11,368,16,273,11,2021,returns
98,Arjae,Allen,Arjae Allen,/ca/anaheim/anaheim-colonists/athletes/arjae-allen/football/stats/?careerid=60ujcj1qin9cc,60ujcj1qin9cc,"WR, DB",Anaheim,CA,638,638,15,503,12,135,12,2021,returns
99,Ethen,Siglock,Ethen Siglock,/il/carlinville/carlinville-cavaliers/athletes/ethen-siglock/football/stats/?careerid=4rbnvjjss3cp9,4rbnvjjss3cp9,"WR, DB",Carlinville,IL,638,638,17,443,12,195,11,2021,returns
100,Donnie,Cheers,Donnie Cheers,/ar/marion/marion-patriots/athletes/donnie-cheers/football/stats/?careerid=cbsr6scknanvf,cbsr6scknanvf,WR,Marion,AR,638,638,27,636,4,2,13,2021,returns
101,Dae'shawn,Allen,Dae'shawn Allen,/ny/white-plains/archbishop-stepinac-crusaders/athletes/daeshawn-allen/football/stats/?careerid=h81nrvoqu4bvf,h81nrvoqu4bvf,WR,Archbishop Stepinac,NY,638,638,15,599,2,39,11,2021,returns
102,Adam,Mohammed,Adam Mohammed,/az/glendale/apollo-hawks/athletes/adam-mohammed/football/stats/?careerid=49cqhhjf1mirb,49cqhhjf1mirb,"RB, CB",Apollo,AZ,637,637,13,519,4,118,11,2021,returns
103,Will,Upton,Will Upton,/ms/jackson/jackson-prep-patriots/athletes/will-upton/football/stats/?careerid=jhce5b4q96gff,jhce5b4q96gff,"WR, CB",Jackson Prep,MS,637,637,24,533,22,104,13,2021,returns
104,Leroy,Roker,Leroy Roker,/fl/fort-myers/canterbury-cougars/athletes/leroy-roker/football/stats/?careerid=668knh0n3vuk4,668knh0n3vuk4,"RB, FS",Canterbury,FL,637,637,5,136,15,501,7,2021,returns
105,Luiz,Alamo,Luiz Alamo,/co/falcon/falcon-falcons/athletes/luiz-alamo/football/stats/?careerid=du4nf9stu1lo8,du4nf9stu1lo8,,Liberty,CO,636,636,28,636,0,0,9,2021,returns
106,Jkobe,Jones,Jkobe Jones,/fl/seffner/seffner-christian-crusaders/athletes/jkobe-jones/football/stats/?careerid=2ka8u9oi7dk44,2ka8u9oi7dk44,"WR, FS",Seffner Christian,FL,634,634,14,515,12,119,11,2021,returns
107,Bradan,Manning,Bradan Manning,/tx/elysian-fields/elysian-fields-yellowjackets/athletes/bradan-manning/football/stats/?careerid=spmbikn557oj3,spmbikn557oj3,"WR, FS",Elysian Fields,TX,632,632,2,41,18,591,12,2021,returns
108,LJ,Martin,LJ Martin,/tx/del-valle/del-valle-cardinals/athletes/lj-martin/football/stats/?careerid=cdoaqrgdir766,cdoaqrgdir766,,Del Valle,TX,632,632,18,516,7,116,10,2021,returns
109,Rian,Glunk,Rian Glunk,/pa/williamsport/loyalsock-township-lancers/athletes/rian-glunk/football/stats/?careerid=tv4rlq4r4hop9,tv4rlq4r4hop9,"WR, CB",Loyalsock Township,PA,632,632,14,429,6,203,12,2021,returns
110,Dylan,Crumley,Dylan Crumley,/ne/columbus/columbus-discoverers/athletes/dylan-crumley/football/stats/?careerid=eh9dmjpnehc88,eh9dmjpnehc88,"WR, CB",Columbus,NE,632,632,22,632,0,0,10,2021,returns
111,Brayden,Munroe,Brayden Munroe,/co/parker/chaparral-wolverines/athletes/brayden-munroe/football/stats/?careerid=lpmhmeoka18dd,lpmhmeoka18dd,WR,Chaparral,CO,631,631,16,549,7,82,11,2021,returns
112,Anthony,Rogers,Anthony Rogers,/al/pike-road/pike-road-patriots/athletes/anthony-rogers/football/stats/?careerid=ssglsdi6o4bn7,ssglsdi6o4bn7,RB,Pike Road,AL,631,631,15,631,0,0,14,2021,returns
113,Brody,Patterson,Brody Patterson,/ar/mountain-home/mountain-home-bombers/athletes/brody-patterson/football/stats/?careerid=u2j87v5bevdsc,u2j87v5bevdsc,"SS, RB",Mountain Home,AR,629,629,21,629,0,0,12,2021,returns
114,Mark,Joseph,Mark Joseph,/tn/memphis/sheffield-knights/athletes/mark-joseph/football/stats/?careerid=9vi99hhl7ai11,9vi99hhl7ai11,ATH,Sheffield,TN,629,629,24,614,1,15,11,2021,returns
