return_yards_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_return_yards,kickoff_returns,kickoff_return_yards,punt_returns,punt_return_yards,games_played,year,category
52,Liam,Cragg,Liam Cragg,/pa/corry/corry-beavers/athletes/liam-cragg/football/stats/?careerid=m38ce1esp4kqa,m38ce1esp4kqa,"SB, FS",Corry,PA,761,761,18,629,7,132,10,2015,returns
53,Nick,Carlon,Nick Carlon,/az/phoenix/moon-valley-rockets/athletes/nick-carlon/football/stats/?careerid=3hrq4to4tcdm6,3hrq4to4tcdm6,"SS, WR",Moon Valley,AZ,759,759,24,581,5,178,10,2015,returns
54,Jonah,Daniel,Jonah Daniel,/ga/blairsville/union-county-panthers/athletes/jonah-daniel/football/stats/?careerid=pt814is7an0l5,pt814is7an0l5,CB,Union County,GA,757,757,6,415,18,342,11,2015,returns
55,Chris,Hummel,Chris Hummel,/pa/prospect-park/interboro-buccaneers/athletes/chris-hummel/football/stats/?careerid=e8okmsfg0h722,e8okmsfg0h722,"RB, S",Interboro,PA,757,757,13,347,24,410,21,2015,returns
56,Jj,Harris,Jj Harris,/pa/mill-hall/central-mountain-wildcats/athletes/jj-harris/football/stats/?careerid=c6skkmoh97kue,c6skkmoh97kue,"WR, OLB",Central Mountain,PA,757,757,29,757,0,0,10,2015,returns
57,Dajean,McCullough,Dajean McCullough,/ny/buffalo/burgard-math-science-tech-prep-at-seneca-bulldogs/athletes/dajean-mccullough/football/stats/?careerid=q3fs1sg8ie3ee,q3fs1sg8ie3ee,"DB, QB",Burgard/Math Science Tech Prep at Seneca,NY,757,757,10,258,26,499,10,2015,returns
58,Leroy,Longenecker,Leroy Longenecker,/pa/reading/exeter-township-eagles/athletes/leroy-longenecker/football/stats/?careerid=g3j6l28rflnl5,g3j6l28rflnl5,"WR, DB",Exeter Township,PA,757,757,16,456,19,301,12,2015,returns
59,Steven,Yates,Steven Yates,/pa/towanda/towanda-black-knights/athletes/steven-yates/football/stats/?careerid=mapjeqh63v344,mapjeqh63v344,"RB, FS",Towanda,PA,756,756,26,634,8,122,10,2015,returns
60,Adam,Johns,Adam Johns,/nc/mount-pleasant/mount-pleasant-tigers/athletes/adam-johns/football/stats/?careerid=jfsh9p2ciesk4,jfsh9p2ciesk4,"WR, CB",Mount Pleasant,NC,756,756,28,625,18,131,14,2015,returns
61,Jaelen,Williams,Jaelen Williams,/nc/knightdale/knightdale-knights/athletes/jaelen-williams/football/stats/?careerid=lfif35cjs5tcc,lfif35cjs5tcc,"SS, RB",Knightdale,NC,754,754,17,575,15,179,12,2015,returns
62,Messiah,Travis,Messiah Travis,/il/chicago/harper-cardinals/athletes/messiah-travis/football/stats/?careerid=4e233l0lqhfg0,4e233l0lqhfg0,"WR, FS",Harper,IL,751,751,18,530,11,221,10,2015,returns
63,Benjie,Wright,Benjie Wright,/fl/largo/largo-packers/athletes/benjie-wright/football/stats/?careerid=v038ntka8b688,v038ntka8b688,"WR, CB",Largo,FL,750,750,9,294,12,456,10,2015,returns
64,Preston,Lynn,Preston Lynn,/tn/lawrenceburg/lawrence-county-wildcats/athletes/preston-lynn/football/stats/?careerid=jl1li9le4sa77,jl1li9le4sa77,WR,Lawrence County,TN,746,746,19,639,8,107,11,2015,returns
65,Dylan,Lucas,Dylan Lucas,/wv/buffalo/buffalo-bison/athletes/dylan-lucas/football/stats/?careerid=q3js8cfhdnph1,q3js8cfhdnph1,"RB, SS",Buffalo,WV,745,745,12,372,15,373,11,2015,returns
66,J.t.,Harris,J.t. Harris,/wv/bridgeport/bridgeport-indians/athletes/jt-harris/football/stats/?careerid=fuprdivqsmul5,fuprdivqsmul5,"QB, DB",Bridgeport,WV,745,745,13,526,19,219,13,2015,returns
67,Khalil,Dorsey,Khalil Dorsey,/ca/ontario/colony-titans/athletes/khalil-dorsey/football/stats/?careerid=94328980jjoqa,94328980jjoqa,"CB, WR",Colony,CA,744,744,19,494,11,250,12,2015,returns
68,Jihad,Stephens,Jihad Stephens,/ca/oakland/castlemont-knights/athletes/jihad-stephens/football/stats/?careerid=4t6d9sjr33ck4,4t6d9sjr33ck4,"RB, CB",Castlemont,CA,743,743,17,576,7,167,10,2015,returns
69,Ty'rayl,Martin,Ty'rayl Martin,/ca/lancaster/antelope-valley-antelopes/athletes/tyrayl-martin/football/stats/?careerid=i55nc430k8cee,i55nc430k8cee,"CB, RB",Antelope Valley,CA,743,743,19,462,20,281,12,2015,returns
70,Ethan,Demaree,Ethan Demaree,/in/fairland/triton-central-tigers/athletes/ethan-demaree/football/stats/?careerid=qd201s77kj3ff,qd201s77kj3ff,RB,Triton Central,IN,742,742,24,659,4,83,11,2015,returns
71,Alex,Hoenstine,Alex Hoenstine,/pa/martinsburg/central-dragons/athletes/alex-hoenstine/football/stats/?careerid=lem26n7h09099,lem26n7h09099,"RB, DB",Central,PA,739,739,12,377,19,362,14,2015,returns
72,Cj,Daignault,Cj Daignault,/ma/turners-falls/franklin-county-tech-eagles/athletes/cj-daignault/football/stats/?careerid=1n50d13phkn55,1n50d13phkn55,"QB, S",Franklin County Tech,MA,738,738,14,349,15,389,11,2015,returns
73,Nathan,Nielson,Nathan Nielson,/ut/blanding/san-juan-broncos/athletes/nathan-nielson/football/stats/?careerid=je3rth7c58tm6,je3rth7c58tm6,"RB, DB",San Juan,UT,735,735,5,392,13,343,11,2015,returns
74,Gregory,Payton,Gregory Payton,/ga/atlanta/carver-panthers/athletes/gregory-payton/football/stats/?careerid=r3r8rgrnnv522,r3r8rgrnnv522,"RB, CB",Carver,GA,734,734,13,378,13,356,11,2015,returns
75,Al,Blades jr,Al Blades jr,/fl/fort-lauderdale/nsu-university-sharks/athletes/al-blades-jr/football/stats/?careerid=l21r9erl4qdrb,l21r9erl4qdrb,"WR, WR",NSU University,FL,733,733,19,733,0,0,11,2015,returns
76,Willie,Wright,Willie Wright,/fl/jacksonville/raines-vikings/athletes/willie-wright/football/stats/?careerid=jaj0vben2gej3,jaj0vben2gej3,"WR, RB",Raines,FL,730,730,3,126,19,604,12,2015,returns
77,Tavian,Patrick,Tavian Patrick,/az/mesa/desert-ridge-jaguars/athletes/tavian-patrick/football/stats/?careerid=hieecfi1kvu77,hieecfi1kvu77,WR,Desert Ridge,AZ,730,730,21,677,9,53,14,2015,returns
78,Tyler,Curtis,Tyler Curtis,/co/elizabeth/elizabeth-cardinals/athletes/tyler-curtis/football/stats/?careerid=hubhlqhkuegl5,hubhlqhkuegl5,"WR, FS",Elizabeth,CO,729,729,29,703,6,26,9,2015,returns
79,Jeremiah,Bogan,Jeremiah Bogan,/sc/greer/riverside-warriors/athletes/jeremiah-bogan/football/stats/?careerid=j5d214gs3n4sc,j5d214gs3n4sc,"CB, WR",Riverside,SC,729,729,38,654,6,75,11,2015,returns
80,Schuyler,Van weele,Schuyler Van weele,/ca/sebastopol/west-county-team/athletes/schuyler-van-weele/football/stats/?careerid=trkav71rep9ee,trkav71rep9ee,"WR, CB",Analy,CA,728,728,16,609,11,119,13,2015,returns
81,Robert,Awunganyi,Robert Awunganyi,/ca/burbank/burroughs-bears/athletes/robert-awunganyi/football/stats/?careerid=doivnm6r4n5td,doivnm6r4n5td,"WR, FS",Burroughs,CA,726,726,14,454,14,272,12,2015,returns
82,Malik,Sechler,Malik Sechler,/pa/lewistown/mifflin-county-huskies/athletes/malik-sechler/football/stats/?careerid=nlr0absdo97ee,nlr0absdo97ee,"WR, DB",Mifflin County,PA,723,723,29,710,2,13,10,2015,returns
83,C..j.,Gumbs,C..j. Gumbs,/ca/escalon/escalon-cougars/athletes/cj-gumbs/football/stats/?careerid=44fvhq7eer644,44fvhq7eer644,"RB, DB",Escalon,CA,723,723,19,627,7,96,9,2015,returns
84,London,Mcghee,London Mcghee,/tn/memphis/manassas-tigers/athletes/london-mcghee/football/stats/?careerid=e5qa0hq8b55sc,e5qa0hq8b55sc,"WR, FS",Manassas,TN,722,722,19,444,13,278,13,2015,returns
85,Noah,Rivera,Noah Rivera,/ca/brea/brea-olinda-wildcats/athletes/noah-rivera/football/stats/?careerid=uqp966flj6cdd,uqp966flj6cdd,"SB, CB",Brea Olinda,CA,721,721,17,586,9,135,10,2015,returns
86,Marikius,Love,Marikius Love,/ms/indianola/gentry-rams/athletes/marikius-love/football/stats/?careerid=ukm0n8v62hun7,ukm0n8v62hun7,"WR, DB",Gentry,MS,719,719,15,534,4,185,11,2015,returns
87,Kahliq,Muhammad,Kahliq Muhammad,/az/peoria/peoria-panthers/athletes/kahliq-muhammad/football/stats/?careerid=e65mig6ornt00,e65mig6ornt00,"WR, DB",Peoria,AZ,718,718,17,436,15,282,10,2015,returns
88,Antwan,Wright,Antwan Wright,/nc/shelby/shelby-golden-lions/athletes/antwan-wright/football/stats/?careerid=cjvfquumglorb,cjvfquumglorb,"WR, DB",Shelby,NC,716,716,17,465,20,251,16,2015,returns
89,Elijah,Barton,Elijah Barton,/ms/carthage/leake-central-gators/athletes/elijah-barton/football/stats/?careerid=i3hjumdhkn1l5,i3hjumdhkn1l5,,Leake Central,MS,715,715,24,573,6,142,10,2015,returns
90,David,Telles,David Telles,/ca/los-angeles/franklin-panthers/athletes/david-telles/football/stats/?careerid=an46468n13rk4,an46468n13rk4,"RB, DB",Franklin,CA,714,714,26,683,4,31,12,2015,returns
91,Justin,Martin,Justin Martin,/az/tucson/pueblo-warriors/athletes/justin-martin/football/stats/?careerid=m8t61kvavnu55,m8t61kvavnu55,"QB, DB",Pueblo,AZ,714,714,12,355,9,359,11,2015,returns
92,Moses,Ghiorso,Moses Ghiorso,/ca/ceres/central-valley-hawks/athletes/moses-ghiorso/football/stats/?careerid=6gr94lp95o533,6gr94lp95o533,"RB, CB",Central Valley,CA,713,713,26,463,11,250,10,2015,returns
93,Cody,Jones,Cody Jones,/tx/tolar/tolar-rattlers/athletes/cody-jones/football/stats/?careerid=55hj8m9l77el5,55hj8m9l77el5,,Tolar,TX,712,712,0,0,0,0,13,2015,returns
94,Noah,Marquez,Noah Marquez,/tx/midland/midland-bulldogs/athletes/noah-marquez/football/stats/?careerid=mtma3rrc758dd,mtma3rrc758dd,CB,Midland,TX,711,711,19,401,18,310,11,2015,returns
95,Mikael,Blaise,Mikael Blaise,/la/chalmette/chalmette-owls/athletes/mikael-blaise/football/stats/?careerid=9pb52urk77833,9pb52urk77833,"FS, WR",Chalmette,LA,710,710,20,633,10,77,10,2015,returns
96,Gavyn,Barnes,Gavyn Barnes,/pa/carlisle/carlisle-thundering-herd/athletes/gavyn-barnes/football/stats/?careerid=oar2tc2lcphee,oar2tc2lcphee,"WR, DB",Carlisle,PA,709,709,28,666,7,43,11,2015,returns
97,James,Duren,James Duren,/va/chantilly/st-paul-vi-panthers/athletes/james-duren/football/stats/?careerid=e1lq3o97h94dd,e1lq3o97h94dd,"CB, WR",Paul VI,VA,709,709,23,709,0,0,10,2015,returns
98,Tyran,Daniels,Tyran Daniels,/ca/modesto/downey-knights/athletes/tyran-daniels/football/stats/?careerid=gp2kil98naug0,gp2kil98naug0,"FS, RB",Downey,CA,708,708,15,533,8,175,11,2015,returns
99,Brian,Spurgeon,Brian Spurgeon,/sc/simpsonville/hillcrest-rams/athletes/brian-spurgeon/football/stats/?careerid=74rlgkgj9mg88,74rlgkgj9mg88,"WR, CB",Hillcrest,SC,706,706,10,536,11,170,13,2015,returns
100,Jacquan,White,Jacquan White,/ga/savannah/new-hampstead-phoenix/athletes/jacquan-white/football/stats/?careerid=ov2r59hpktuvf,ov2r59hpktuvf,"DB, WB",New Hampstead,GA,703,703,18,620,5,83,10,2015,returns
101,Thomas,Hennigan,Thomas Hennigan,/nc/greensboro/northwest-guilford-vikings/athletes/thomas-hennigan/football/stats/?careerid=mm3bs8ghmvo99,mm3bs8ghmvo99,"WR, DB",Northwest Guilford,NC,702,702,16,466,20,260,13,2015,returns
102,Cameron,Davis,Cameron Davis,/ks/hoisington/hoisington-cardinals/athletes/cameron-davis/football/stats/?careerid=u6i47jpe76311,u6i47jpe76311,"QB, FS",Hoisington,KS,700,700,18,522,13,178,12,2015,returns
103,Devin,Irwin,Devin Irwin,/pa/allentown/salisbury-township-falcons/athletes/devin-irwin/football/stats/?careerid=5s4i8regp3vtd,5s4i8regp3vtd,"RB, WR",Salisbury Township,PA,699,699,21,520,8,179,11,2015,returns
104,Nai,Carlisle,Nai Carlisle,/in/west-lafayette/west-lafayette-red-devils/athletes/nai-carlisle/football/stats/?careerid=lr16pnaqae5i2,lr16pnaqae5i2,FS,West Lafayette,IN,696,696,19,402,22,294,14,2015,returns
105,Chandler,Gee,Chandler Gee,/ca/calabasas/viewpoint-patriots/athletes/chandler-gee/football/stats/?careerid=vocvfekqor711,vocvfekqor711,"RB, CB",Viewpoint,CA,696,696,21,696,0,0,12,2015,returns
106,Zechariah,Brown,Zechariah Brown,/wa/seattle/cleveland-eagles/athletes/zechariah-brown/football/stats/?careerid=4dv0el1kok111,4dv0el1kok111,"CB, WR",Cleveland,WA,694,694,13,380,11,314,9,2015,returns
107,Austin,Carbone,Austin Carbone,/tx/richardson/berkner-rams/athletes/austin-carbone/football/stats/?careerid=3mog2rmgjcdaa,3mog2rmgjcdaa,"CB, SB",Berkner,TX,692,692,28,692,0,0,10,2015,returns
108,Andraez,Williams,Andraez Williams,/la/shreveport/calvary-baptist-academy-cavaliers/athletes/andraez-williams/football/stats/?careerid=1ebipl8bn9h44,1ebipl8bn9h44,CB,Calvary Baptist Academy,LA,691,691,15,400,12,291,11,2015,returns
109,Antwaun,Ayers,Antwaun Ayers,/ca/covina/northview-vikings/athletes/antwaun-ayers/football/stats/?careerid=9o7jd20d9lu88,9o7jd20d9lu88,"WR, SS",Northview,CA,690,690,11,421,10,269,11,2015,returns
110,Kevin,Parker jr.,Kevin Parker jr.,/ca/oakland/skyline-titans/athletes/kevin-parker-jr/football/stats/?careerid=l766aoighn877,l766aoighn877,"SB, CB",Skyline,CA,690,690,18,536,7,154,11,2015,returns
111,Trevon,Hall,Trevon Hall,/oh/wooster/triway-titans/athletes/trevon-hall/football/stats/?careerid=tviv14mmkojue,tviv14mmkojue,"CB, WR",Triway,OH,688,688,25,556,11,132,10,2015,returns
112,Jakob,Jansen,Jakob Jansen,/pa/dallastown/dallastown-wildcats/athletes/jakob-jansen/football/stats/?careerid=5oe4el20cqubb,5oe4el20cqubb,"CB, WR",Dallastown,PA,688,688,17,539,9,149,11,2015,returns
113,Ronnie,Blackmon,Ronnie Blackmon,/ga/atlanta/westlake-lions/athletes/ronnie-blackmon/football/stats/?careerid=u285gtq860al5,u285gtq860al5,"CB, WR",Westlake,GA,686,686,10,256,23,430,13,2015,returns
114,Duane,Roberts II,Duane Roberts II,/ct/bloomfield/bloomfield-warhawks/athletes/duane-roberts-ii/football/stats/?careerid=m5u85259bkb55,m5u85259bkb55,ATH,Bloomfield,CT,685,685,8,202,15,483,12,2015,returns
115,Matt,Petracek,Matt Petracek,/ne/wilber/wilber-clatonia-wolverines/athletes/matt-petracek/football/stats/?careerid=hj9d0eh9cfuue,hj9d0eh9cfuue,"WR, DB",Wilber-Clatonia,NE,684,684,14,425,32,259,12,2015,returns
