interceptions_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_interceptions,interceptions_per_game,interception_yards,games_played,year,category
15,Rocco,Perrico,Rocco Perrico,/oh/chardon/chardon-hilltoppers/athletes/rocco-perrico/football/stats/?careerid=gab1d9fir1t88,gab1d9fir1t88,"RB, LB",Chardon,OH,11,11,0.7,17,16,2021,interceptions
16,Austin,Goodrich,Austin Goodrich,/in/valparaiso/wheeler-bearcats/athletes/austin-goodrich/football/stats/?careerid=c00esn7qtguqa,c00esn7qtguqa,"FS, WR",Wheeler,IN,10,10,1.1,106,9,2021,interceptions
17,Jesus,Aponte,Jesus Aponte,/nj/pompton-lakes/pompton-lakes-cardinals/athletes/jesus-aponte/football/stats/?careerid=c8ptndb95o0ee,c8ptndb95o0ee,"WR, FS",Pompton Lakes,NJ,10,10,1.1,178,9,2021,interceptions
18,Isaiah,Daniell,Isaiah Daniell,/ne/yutan/yutan-chieftains/athletes/isaiah-daniell/football/stats/?careerid=c5stvdef4jgi2,c5stvdef4jgi2,"SS, WR",Yutan,NE,10,10,1.1,173,9,2021,interceptions
19,Jesus,Castro,Jesus Castro,/az/avondale/agua-fria-owls/athletes/jesus-castro/football/stats/?careerid=i5kgg0l076fqa,i5kgg0l076fqa,FS,Agua Fria,AZ,10,10,1.1,95,9,2021,interceptions
20,Mike,Bontempo,Mike Bontempo,/ma/springfield/commerce-red-raiders/athletes/mike-bontempo/football/stats/?careerid=h5jbq0o352122,h5jbq0o352122,"WR, CB",Ellington,CT,10,10,0.9,30,11,2021,interceptions
21,Mark,Joseph,Mark Joseph,/tn/memphis/sheffield-knights/athletes/mark-joseph/football/stats/?careerid=9vi99hhl7ai11,9vi99hhl7ai11,ATH,Sheffield,TN,10,10,0.9,261,11,2021,interceptions
22,Andon,Eager,Andon Eager,/az/casa-grande/casa-grande-cougars/athletes/andon-eager/football/stats/?careerid=t3vm4kmmuj4ue,t3vm4kmmuj4ue,"FS, WR",Casa Grande,AZ,10,10,0.9,147,11,2021,interceptions
23,Adam,Bolatto,Adam Bolatto,/nc/dobson/surry-central-golden-eagles/athletes/adam-bolatto/football/stats/?careerid=4t84hghf0gjn7,4t84hghf0gjn7,"WR, CB",Surry Central,NC,10,10,0.9,70,11,2021,interceptions
24,Courtney,Brown,Courtney Brown,/fl/lake-wales/lake-wales-highlanders/athletes/courtney-brown/football/stats/?careerid=lactfinfchtqa,lactfinfchtqa,"WR, CB",Lake Wales,FL,10,10,0.8,139,12,2021,interceptions
25,Wilson,King,Wilson King,/al/tuscaloosa/tuscaloosa-academy-knights/athletes/wilson-king/football/stats/?careerid=n0flvs0tjgaj3,n0flvs0tjgaj3,WR,Tuscaloosa Academy,AL,10,10,0.8,85,12,2021,interceptions
26,Mason,Coddington,Mason Coddington,/ok/mounds/mounds-golden-eagles/athletes/mason-coddington/football/stats/?careerid=svd2f394c5m00,svd2f394c5m00,"QB, FS",Mounds,OK,10,10,0.8,208,12,2021,interceptions
27,Frank,Ortega,Frank Ortega,/co/fort-morgan/fort-morgan-mustangs/athletes/frank-ortega/football/stats/?careerid=9rh2tkntg9dbb,9rh2tkntg9dbb,"RB, SS",Fort Morgan,CO,10,10,0.8,0,13,2021,interceptions
28,Malik,Johnson,Malik Johnson,/ut/layton/layton-christian-academy-eagles/athletes/malik-johnson/football/stats/?careerid=41coikhjfsmk4,41coikhjfsmk4,WR,Layton Christian Academy,UT,10,10,0.8,18,13,2021,interceptions
29,Terrell,Crosby,Terrell Crosby,/fl/st-petersburg/lakewood-spartans/athletes/terrell-crosby/football/stats/?careerid=pm67q3jd800ee,pm67q3jd800ee,WR,Lakewood,FL,10,10,0.8,253,13,2021,interceptions
30,Rashawn,Shelton,Rashawn Shelton,/ct/meriden/maloney-spartans/athletes/rashawn-shelton/football/stats/?careerid=7n7r5rgc8k9p9,7n7r5rgc8k9p9,,Maloney,CT,10,10,0.8,0,13,2021,interceptions
31,Jamil,Jones,Jamil Jones,/fl/glen-st-mary/baker-county-wildcats/athletes/jamil-jones/football/stats/?careerid=fgmr84a0npcdd,fgmr84a0npcdd,,Baker County,FL,10,10,0.7,119,14,2021,interceptions
32,Mar,Johnson,Mar Johnson,/al/grove-hill/clarke-county-bulldogs/athletes/mar-johnson/football/stats/?careerid=6h1c4eti6fisc,6h1c4eti6fisc,"WR, SS",Clarke County,AL,10,10,0.7,69,14,2021,interceptions
33,Kentrell,Webb,Kentrell Webb,/tx/katy/paetow-panthers/athletes/kentrell-webb/football/stats/?careerid=r5f6nuf289hue,r5f6nuf289hue,S,Paetow,TX,10,10,0.6,205,16,2021,interceptions
34,Hymeed,Taylor,Hymeed Taylor,/md/lanham/duval-tigers/athletes/hymeed-taylor/football/stats/?careerid=js34201qfb4m6,js34201qfb4m6,HB,DuVal,MD,9,9,1.5,155,6,2021,interceptions
35,Kj,Chisholm,Kj Chisholm,/sc/beaufort/whale-branch-warriors/athletes/kj-chisholm/football/stats/?careerid=l94jl25djfptd,l94jl25djfptd,"CB, WR",Whale Branch,SC,9,9,1.0,179,9,2021,interceptions
36,Rayquan,Adkins,Rayquan Adkins,/fl/miami/dade-christian-warriors/athletes/rayquan-adkins/football/stats/?careerid=i30q07pls3bl5,i30q07pls3bl5,"CB, WR",Dade Christian,FL,9,9,1.0,148,9,2021,interceptions
37,Isaac,Weaver,Isaac Weaver,/nc/andrews/andrews-wildcats/athletes/isaac-weaver/football/stats/?careerid=src8cegikl1o8,src8cegikl1o8,"ATH, DB",Andrews,NC,9,9,0.9,0,10,2021,interceptions
38,Christian,Smith-johnson,Christian Smith-johnson,/tx/north-richland-hills/richland-royals/athletes/christian-smith-johnson/football/stats/?careerid=4m62vbveq1kdd,4m62vbveq1kdd,"FS, CB",Richland,TX,9,9,0.9,20,10,2021,interceptions
39,Garrett,Gibson,Garrett Gibson,/wv/mill-creek/tygarts-valley-bulldogs/athletes/garrett-gibson/football/stats/?careerid=ss2m7h130k688,ss2m7h130k688,"WR, DE",Tygarts Valley,WV,9,9,0.9,106,10,2021,interceptions
40,Tj,Fitzpatrick,Tj Fitzpatrick,/ne/plattsmouth/plattsmouth-blue-devils/athletes/tj-fitzpatrick/football/stats/?careerid=ohsgkrp5hcd44,ohsgkrp5hcd44,,Plattsmouth,NE,9,9,0.9,0,10,2021,interceptions
41,Matt,Kraft,Matt Kraft,/nj/pennsauken/bishop-eustace-prep-crusaders/athletes/matt-kraft/football/stats/?careerid=ugcce77fe67k4,ugcce77fe67k4,"WR, FS",Bishop Eustace Prep,NJ,9,9,0.9,114,10,2021,interceptions
42,Tyrone,Jones,Tyrone Jones,/la/chalmette/chalmette-owls/athletes/tyrone-jones/football/stats/?careerid=8ueltrq5pohn7,8ueltrq5pohn7,FS,Chalmette,LA,9,9,0.9,168,10,2021,interceptions
43,Jeremiah,Cooper,Jeremiah Cooper,/tx/el-paso/andress-eagles/athletes/jeremiah-cooper/football/stats/?careerid=36t4a5v52plbb,36t4a5v52plbb,"FS, WR",Andress,TX,9,9,0.9,132,10,2021,interceptions
44,Kolten,Ottmers,Kolten Ottmers,/tx/mcallen/mcallen-bulldogs/athletes/kolten-ottmers/football/stats/?careerid=5tl2rqf5feig0,5tl2rqf5feig0,"DB, P",McAllen,TX,9,9,0.8,0,11,2021,interceptions
45,Zyeir,Gamble,Zyeir Gamble,/sc/sumter/sumter-gamecocks/athletes/zyeir-gamble/football/stats/?careerid=qpvqoqgl6qdsc,qpvqoqgl6qdsc,"SS, RB",Sumter,SC,9,9,0.8,209,11,2021,interceptions
46,Noah,Ball,Noah Ball,/oh/malvern/malvern-hornets/athletes/noah-ball/football/stats/?careerid=5dk1k67u8fdue,5dk1k67u8fdue,"WR, FS",Malvern,OH,9,9,0.8,155,11,2021,interceptions
47,Tucker,Ring,Tucker Ring,/wv/seth/sherman-tide/athletes/tucker-ring/football/stats/?careerid=jj70mksjpskm6,jj70mksjpskm6,"WR, FS",Sherman,WV,9,9,0.8,160,11,2021,interceptions
48,Charles,Hodge iv,Charles Hodge iv,/tx/smithville/smithville-tigers/athletes/charles-hodge-iv/football/stats/?careerid=jitjghfl50hl5,jitjghfl50hl5,"WR, DB",Smithville,TX,9,9,0.8,136,11,2021,interceptions
49,Takhari,Carr,Takhari Carr,/ca/compton/dominguez-dons/athletes/takhari-carr/football/stats/?careerid=3d3vevvop7kp9,3d3vevvop7kp9,"DB, WR",Dominguez,CA,9,9,0.8,304,11,2021,interceptions
50,Isaiah,Wolf,Isaiah Wolf,/in/osceola/osceola-grace-eagles-ocee-the/athletes/isaiah-wolf/football/stats/?careerid=h1o62o18mlsue,h1o62o18mlsue,"DB, QB",Osceola Grace Eagles,IN,9,9,0.8,126,11,2021,interceptions
51,Dereck,Felder,Dereck Felder,/tx/the-woodlands/the-woodlands-christian-academy-warriors/athletes/dereck-felder/football/stats/?careerid=b6hamb93sa7h1,b6hamb93sa7h1,"RB, SB",The Woodlands Christian Academy,TX,9,9,0.8,61,11,2021,interceptions
52,Cj,Dorsey,Cj Dorsey,/fl/jacksonville/parker-braves/athletes/cj-dorsey/football/stats/?careerid=o064jpkmt5dtd,o064jpkmt5dtd,"CB, RB",Parker,FL,9,9,0.8,134,11,2021,interceptions
53,Keyshun,Sanders,Keyshun Sanders,/nj/paulsboro/paulsboro-red-raiders/athletes/keyshun-sanders/football/stats/?careerid=579lks0blo9n7,579lks0blo9n7,"WR, FS",Paulsboro,NJ,9,9,0.8,165,11,2021,interceptions
54,Wyatt,Staggs,Wyatt Staggs,/tx/quinlan/boles-hornets/athletes/wyatt-staggs/football/stats/?careerid=9ramvhat2g288,9ramvhat2g288,"WR, FS",Boles,TX,9,9,0.8,68,11,2021,interceptions
55,Christian,Pierce,Christian Pierce,/ca/rancho-cucamonga/rancho-cucamonga-cougars/athletes/christian-pierce/football/stats/?careerid=1nb25leol70td,1nb25leol70td,"SS, FS",Rancho Cucamonga,CA,9,9,0.8,0,12,2021,interceptions
56,Garett,Fabrizio,Garett Fabrizio,/ut/duchesne/duchesne-eagles/athletes/garett-fabrizio/football/stats/?careerid=0253hoosnso77,0253hoosnso77,"RB, CB",Duchesne,UT,9,9,0.8,52,12,2021,interceptions
57,Tyler,Poirier,Tyler Poirier,/ri/narragansett/narragansett-mariners/athletes/tyler-poirier/football/stats/?careerid=qnjhne96in2m6,qnjhne96in2m6,"WR, CB",Narragansett,RI,9,9,0.8,0,12,2021,interceptions
58,Will,Gallagher,Will Gallagher,/nj/cranford/cranford-cougars/athletes/will-gallagher/football/stats/?careerid=dnkingsi0grue,dnkingsi0grue,,Cranford,NJ,9,9,0.8,108,12,2021,interceptions
59,Diondre,Jackson,Diondre Jackson,/al/bay-minette/baldwin-county-tigers/athletes/diondre-jackson/football/stats/?careerid=4o68002qjf3p9,4o68002qjf3p9,DB,Baldwin County,AL,9,9,0.8,150,12,2021,interceptions
60,Manvonte,Deloach,Manvonte Deloach,/nc/chocowinity/southside-seahawks/athletes/manvonte-deloach/football/stats/?careerid=4c4sq9ehn6q88,4c4sq9ehn6q88,"RB, WR",Southside,NC,9,9,0.7,164,13,2021,interceptions
61,Maceo,Bennett,Maceo Bennett,/fl/clearwater/clearwater-tornadoes/athletes/maceo-bennett/football/stats/?careerid=fn9ld6lmroftd,fn9ld6lmroftd,"CB, FS",Clearwater,FL,9,9,0.7,224,13,2021,interceptions
62,Graham,Gillespie,Graham Gillespie,/tx/cypress/bridgeland-bears/athletes/graham-gillespie/football/stats/?careerid=01ch3hfc54sj3,01ch3hfc54sj3,S,Bridgeland,TX,9,9,0.7,70,13,2021,interceptions
63,Elijah,Gipson,Elijah Gipson,/ca/westlake-village/oaks-christian-lions/athletes/elijah-gipson/football/stats/?careerid=q0nf3df8hsg22,q0nf3df8hsg22,"WR, DB",Oaks Christian,CA,9,9,0.7,28,13,2021,interceptions
64,Ryan,Foley,Ryan Foley,/nj/haddonfield/haddonfield-bulldawgs/athletes/ryan-foley/football/stats/?careerid=n5ln0n2be34rb,n5ln0n2be34rb,"RB, MLB",Haddonfield,NJ,9,9,0.7,53,13,2021,interceptions
65,Tahj,Simoneaux,Tahj Simoneaux,/la/shreveport/calvary-baptist-academy-cavaliers/athletes/tahj-simoneaux/football/stats/?careerid=c0mjeaaj106n7,c0mjeaaj106n7,"CB, FS",Calvary Baptist Academy,LA,9,9,0.7,0,13,2021,interceptions
66,Kadiyon,Sweat,Kadiyon Sweat,/ut/lehi/lehi-pioneers/athletes/kadiyon-sweat/football/stats/?careerid=r9sto5iq4iri2,r9sto5iq4iri2,DB,Lehi,UT,9,9,0.6,58,14,2021,interceptions
67,Zha'Mauryon,Lofton,Zha'Mauryon Lofton,/tx/marlin/marlin-bulldogs/athletes/zhamauryon-lofton/football/stats/?careerid=a8v4eucgq2e88,a8v4eucgq2e88,"ATH, QB",Marlin,TX,9,9,0.6,378,14,2021,interceptions
68,Tahseen,Howard,Tahseen Howard,/md/baltimore/milford-mill-academy-millers/athletes/tahseen-howard/football/stats/?careerid=s1eqfig553v44,s1eqfig553v44,"QB, FS",Milford Mill Academy,MD,9,9,0.6,71,14,2021,interceptions
69,Will,Scott,Will Scott,/tx/hawley/hawley-bearcats/athletes/will-scott/football/stats/?careerid=ojtf60dcaphk4,ojtf60dcaphk4,"WR, OLB",Hawley,TX,9,9,0.6,155,16,2021,interceptions
70,Tyrese,Taylor,Tyrese Taylor,/oh/columbus/east-tigers/athletes/tyrese-taylor/football/stats/?careerid=788imj3o657h1,788imj3o657h1,"DB, ATH",East,OH,8,8,1.1,0,7,2021,interceptions
71,Shane,Cornali,Shane Cornali,/pa/mcdonald/fort-cherry-rangers/athletes/shane-cornali/football/stats/?careerid=i709jmho8p7l5,i709jmho8p7l5,"WR, FS",Fort Cherry,PA,8,8,1.1,114,7,2021,interceptions
72,Zander,Hall,Zander Hall,/in/michigantown/clinton-central-bulldogs/athletes/zander-hall/football/stats/?careerid=sk55tqfl4bal5,sk55tqfl4bal5,"TE, SS",Clinton Central,IN,8,8,1.0,102,8,2021,interceptions
73,Aaron,Granado,Aaron Granado,/nm/silver-city/silver-fighting-colts/athletes/aaron-granado/football/stats/?careerid=6fqd1gmcbauvf,6fqd1gmcbauvf,,Silver,NM,8,8,1.0,277,8,2021,interceptions
74,Aaron,Granado,Aaron Granado,/nm/silver-city/silver-fighting-colts/athletes/aaron-granado/football/stats/?careerid=02f0i5t449577,02f0i5t449577,"FS, PR",Silver,NM,8,8,1.0,315,8,2021,interceptions
75,Cj,Brown,Cj Brown,/in/gary/gary-west-side-cougars/athletes/cj-brown/football/stats/?careerid=2r9q6r2iv8244,2r9q6r2iv8244,"WR, CB",Gary West Side,IN,8,8,0.9,80,9,2021,interceptions
76,Jurden,Sims,Jurden Sims,/fl/port-st-lucie/port-st-lucie-jaguars/athletes/jurden-sims/football/stats/?careerid=vq80n9t9br599,vq80n9t9br599,"FS, WR",Port St. Lucie,FL,8,8,0.9,0,9,2021,interceptions
77,Chase,Wilson,Chase Wilson,/mo/hillsboro/grandview-eagles/athletes/chase-wilson/football/stats/?careerid=bgf8n5bj02mk4,bgf8n5bj02mk4,"RB, SS",Grandview,MO,8,8,0.9,46,9,2021,interceptions
78,Esteban,Maldonado,Esteban Maldonado,/ca/indio/indio-rajahs/athletes/esteban-maldonado/football/stats/?careerid=6c7o82jrul1k4,6c7o82jrul1k4,"WR, CB",Indio,CA,8,8,0.9,110,9,2021,interceptions
79,Ben,Hunter,Ben Hunter,/wa/south-hill/emerald-ridge-jaguars/athletes/ben-hunter/football/stats/?careerid=q798tti2qaiqa,q798tti2qaiqa,"WR, DB",Emerald Ridge,WA,8,8,0.9,172,9,2021,interceptions
80,Clem,Mccullough ii,Clem Mccullough ii,/il/elgin/elgin-maroons/athletes/clem-mccullough-ii/football/stats/?careerid=v9t0st0n5jubb,v9t0st0n5jubb,,Elgin,IL,8,8,0.9,65,9,2021,interceptions
81,Giovanni,Mendoza,Giovanni Mendoza,/co/gilcrest/valley-vikings/athletes/giovanni-mendoza/football/stats/?careerid=nq8mt6mdsbkvf,nq8mt6mdsbkvf,"WR, CB",Valley,CO,8,8,0.9,193,9,2021,interceptions
82,Drew,Bennett,Drew Bennett,/or/portland/westview-wildcats/athletes/drew-bennett/football/stats/?careerid=e23eoa4vplao8,e23eoa4vplao8,"WR, CB",Westview,OR,8,8,0.9,206,9,2021,interceptions
83,Noah,Dyer,Noah Dyer,/tn/pigeon-forge/pigeon-forge-tigers/athletes/noah-dyer/football/stats/?careerid=f1r2npkehme88,f1r2npkehme88,"SS, FS",Pigeon Forge,TN,8,8,0.8,65,10,2021,interceptions
84,RAEF,NEWBROUGH,RAEF NEWBROUGH,/mt/great-falls/russell-rustlers/athletes/raef-newbrough/football/stats/?careerid=2ep4dlui9pcee,2ep4dlui9pcee,"WR, FS",Russell,MT,8,8,0.8,143,10,2021,interceptions
85,Miguel,Berrios,Miguel Berrios,/ca/fullerton/sunny-hills-lancers/athletes/miguel-berrios/football/stats/?careerid=ig3sngdip6jaa,ig3sngdip6jaa,"WR, DB",Sunny Hills,CA,8,8,0.8,31,10,2021,interceptions
86,Tyreek,Rollins,Tyreek Rollins,/nj/trenton/ewing-blue-devils/athletes/tyreek-rollins/football/stats/?careerid=5vhdo3rmdi6m6,5vhdo3rmdi6m6,"WR, CB",Ewing,NJ,8,8,0.8,0,10,2021,interceptions
87,Luke,Maritnez,Luke Maritnez,/tx/lamesa/lamesa-tornadoes/athletes/luke-maritnez/football/stats/?careerid=0cdlgmv2gj1k4,0cdlgmv2gj1k4,RB,Lamesa,TX,8,8,0.8,306,10,2021,interceptions
88,Mason,Coffman,Mason Coffman,/oh/washington-court-house/washington-blue-lions/athletes/mason-coffman/football/stats/?careerid=k99q4vgbl2fue,k99q4vgbl2fue,"SS, SB",Washington,OH,8,8,0.8,0,10,2021,interceptions
89,Dexter,Francis iii,Dexter Francis iii,/ca/mountain-house/mountain-house-mustangs/athletes/dexter-francis-iii/football/stats/?careerid=5pdgoa9768c00,5pdgoa9768c00,"WR, DB",Mountain House,CA,8,8,0.8,56,10,2021,interceptions
90,Parker,Saunders,Parker Saunders,/or/springfield/thurston-colts/athletes/parker-saunders/football/stats/?careerid=eg7m23e3i02n7,eg7m23e3i02n7,,Thurston,OR,8,8,0.8,0,10,2021,interceptions
91,Kareem,Parker,Kareem Parker,/il/elmhurst/ic-catholic-prep-knights/athletes/kareem-parker/football/stats/?careerid=t6m0vgdm4lp88,t6m0vgdm4lp88,"WR, S",IC Catholic Prep,IL,8,8,0.7,89,11,2021,interceptions
92,Grant,Garey,Grant Garey,/nc/apex/middle-creek-mustangs/athletes/grant-garey/football/stats/?careerid=6kltn8bk25li2,6kltn8bk25li2,"WR, CB",Middle Creek,NC,8,8,0.7,88,11,2021,interceptions
93,Josh,Patterson,Josh Patterson,/ga/sugar-hill/georgia-force-christian-blue-knights/athletes/josh-patterson/football/stats/?careerid=s8f2a25tsfg55,s8f2a25tsfg55,"WR, S",Georgia Force Christian,GA,8,8,0.7,218,11,2021,interceptions
94,Dre,Sanders,Dre Sanders,/tx/hillsboro/hillsboro-eagles/athletes/dre-sanders/football/stats/?careerid=7b1iq4raq58l5,7b1iq4raq58l5,"WR, CB",Hillsboro,TX,8,8,0.7,79,11,2021,interceptions
95,Will,Pearson,Will Pearson,/tx/boerne/boerne-greyhounds/athletes/will-pearson/football/stats/?careerid=8bflhf0d2c3i2,8bflhf0d2c3i2,FS,Boerne,TX,8,8,0.7,78,11,2021,interceptions
96,Carter,Washburn,Carter Washburn,/ne/ashland/ashland-greenwood-bluejays/athletes/carter-washburn/football/stats/?careerid=34i4sqbmad1sc,34i4sqbmad1sc,"WR, CB",Ashland-Greenwood,NE,8,8,0.7,53,11,2021,interceptions
97,Albert,Vasquez,Albert Vasquez,/tx/harlingen/harlingen-cardinals/athletes/albert-vasquez/football/stats/?careerid=ngo82v14glcvf,ngo82v14glcvf,DB,Harlingen,TX,8,8,0.7,0,11,2021,interceptions
98,Liam,Hutson,Liam Hutson,/ky/goshen/north-oldham-mustangs/athletes/liam-hutson/football/stats/?careerid=9sd4vbp1lue77,9sd4vbp1lue77,WR,North Oldham,KY,8,8,0.7,0,11,2021,interceptions
99,Rett,Robinson,Rett Robinson,/ut/payson/payson-lions/athletes/rett-robinson/football/stats/?careerid=j415no0ho9855,j415no0ho9855,,Payson,UT,8,8,0.7,310,11,2021,interceptions
100,Cayden,Carpenter,Cayden Carpenter,/tx/christoval/christoval-cougars/athletes/cayden-carpenter/football/stats/?careerid=q17m7bvnfhcff,q17m7bvnfhcff,"WR, FS",Christoval,TX,8,8,0.7,94,11,2021,interceptions
101,Beau,Jolly,Beau Jolly,/tx/christoval/christoval-cougars/athletes/beau-jolly/football/stats/?careerid=ubvh6iul3i1td,ubvh6iul3i1td,"WR, CB",Christoval,TX,8,8,0.7,382,11,2021,interceptions
102,Colyn,Treat,Colyn Treat,/ok/catoosa/catoosa-indians/athletes/colyn-treat/football/stats/?careerid=lhgooqt3o6rcc,lhgooqt3o6rcc,"WR, CB",Catoosa,OK,8,8,0.7,0,11,2021,interceptions
103,Awsten,Turnbow,Awsten Turnbow,/ut/st-george/desert-hills-thunder/athletes/awsten-turnbow/football/stats/?careerid=3u0n66h92vobb,3u0n66h92vobb,"SS, WR",Desert Hills,UT,8,8,0.7,0,11,2021,interceptions
104,Will,Hardy,Will Hardy,/ga/norcross/greater-atlanta-christian-spartans/athletes/will-hardy/football/stats/?careerid=26qircqcfk933,26qircqcfk933,"WR, FS",Greater Atlanta Christian,GA,8,8,0.7,42,11,2021,interceptions
105,Tayten,Hilliard,Tayten Hilliard,/nm/lovington/lovington-wildcats/athletes/tayten-hilliard/football/stats/?careerid=fjoh341908ij3,fjoh341908ij3,"WR, FS",Lovington,NM,8,8,0.7,53,11,2021,interceptions
106,Luke,Laminack,Luke Laminack,/tx/amarillo/amarillo-sandies/athletes/luke-laminack/football/stats/?careerid=kj5tmt9ekjoi2,kj5tmt9ekjoi2,"S, K",Amarillo,TX,8,8,0.7,217,12,2021,interceptions
107,Chase,Malkin,Chase Malkin,/fl/satellite-beach/satellite-scorpions/athletes/chase-malkin/football/stats/?careerid=i58uv7gia5h22,i58uv7gia5h22,"CB, WR",Satellite,FL,8,8,0.7,51,12,2021,interceptions
108,Kanon,Padilla,Kanon Padilla,/co/greeley/university-bulldogs/athletes/kanon-padilla/football/stats/?careerid=jbnnshp55nosc,jbnnshp55nosc,"DB, WR",University,CO,8,8,0.7,66,12,2021,interceptions
109,Michael,Krejocic,Michael Krejocic,/pa/homer-city/homer-center-wildcats/athletes/michael-krejocic/football/stats/?careerid=k21i7b8lo70m6,k21i7b8lo70m6,"SE, CB",Homer-Center,PA,8,8,0.7,0,12,2021,interceptions
110,Ross,Eyer,Ross Eyer,/pa/muncy/muncy-indians/athletes/ross-eyer/football/stats/?careerid=07gajb2mj6og0,07gajb2mj6og0,"WR, FS",Muncy,PA,8,8,0.7,80,12,2021,interceptions
111,Mike,Peters,Mike Peters,/sd/madison/madison-bulldogs/athletes/mike-peters/football/stats/?careerid=51bkifs8r9977,51bkifs8r9977,"CB, WR",Madison,SD,8,8,0.7,89,12,2021,interceptions
112,Nick,Meza,Nick Meza,/ca/whittier/la-serna-lancers/athletes/nick-meza/football/stats/?careerid=pegkev36nti33,pegkev36nti33,"WR, DB",La Serna,CA,8,8,0.7,32,12,2021,interceptions
113,Travon,Neal,Travon Neal,/md/frederick/frederick-cadets/athletes/travon-neal/football/stats/?careerid=c50p12od7clh1,c50p12od7clh1,"CB, WR",Frederick,MD,8,8,0.7,222,12,2021,interceptions
114,Skyler,Roxbury,Skyler Roxbury,/pa/rimersburg/union-allegheny-clarion-valley/athletes/skyler-roxbury/football/stats/?careerid=kihbaeumjngrb,kihbaeumjngrb,"WR, SS",Union/Allegheny-Clarion Valley,PA,8,8,0.7,153,12,2021,interceptions
115,Ethan,Long,Ethan Long,/ct/trumbull/st-joseph-cadets/athletes/ethan-long/football/stats/?careerid=pk1oecqba0r77,pk1oecqba0r77,DB,St. Joseph,CT,8,8,0.7,0,12,2021,interceptions
