interceptions_national_rank,first_name,last_name,full_name,career_link,career_id,position_category,school_name,school_state,stat_value,total_interceptions,interceptions_per_game,interception_yards,games_played,year,category
18,Charles,"Williams, jr","Charles Williams, jr",/ca/kentfield/marin-catholic-wildcats/athletes/charles-williams-jr/football/stats/?careerid=6tia837gpbtk4,6tia837gpbtk4,RB,Marin Catholic,CA,11,11,0.7,0,15,2023,interceptions
19,Mav,Player,Mav Player,/ma/scituate/scituate-sailors/athletes/mav-player/football/stats/?careerid=37114q5f28ho8,37114q5f28ho8,,Scituate,MA,10,10,1.2,3,8,2023,interceptions
20,Cole,Williams,Cole Williams,/al/remlap/southeastern-mustangs/athletes/cole-williams/football/stats/?careerid=35ujdbebk7qvf,35ujdbebk7qvf,"RB, SS",Southeastern,AL,10,10,1.0,0,10,2023,interceptions
21,Avin,Alexandre,Avin Alexandre,/md/bel-air/john-carroll-patriots/athletes/avin-alexandre/football/stats/?careerid=ef4baaod781bb,ef4baaod781bb,"HB, CB",John Carroll,MD,10,10,0.9,0,11,2023,interceptions
22,Juan,Aguilar,Juan Aguilar,/tx/dallas/kimball-knights/athletes/juan-aguilar/football/stats/?careerid=ppbnksheprr55,ppbnksheprr55,CB,Kimball,TX,10,10,0.9,216,11,2023,interceptions
23,Milton,Gracia,Milton Gracia,/fl/wesley-chapel/cypress-creek-coyotes/athletes/milton-gracia/football/stats/?careerid=6rfskb1oom7aa,6rfskb1oom7aa,"WR, DB",Cypress Creek,FL,10,10,0.9,90,11,2023,interceptions
24,Avion,Willis,Avion Willis,/al/wedowee/randolph-county-tigers/athletes/avion-willis/football/stats/?careerid=hpd7hmf259obb,hpd7hmf259obb,"QB, DB",Randolph County,AL,10,10,0.9,139,11,2023,interceptions
25,Jamari,Blake,Jamari Blake,/nc/gaston/northampton-county-jaguars/athletes/jamari-blake/football/stats/?careerid=rn0nbqi1ofh77,rn0nbqi1ofh77,"WR, CB",Northampton County,NC,10,10,0.8,249,12,2023,interceptions
26,Frisco,Robertson,Frisco Robertson,/al/wadley/wadley-bulldogs/athletes/frisco-robertson/football/stats/?careerid=juvjvnsvg8200,juvjvnsvg8200,"WR, CB",Wadley,AL,10,10,0.8,279,12,2023,interceptions
27,Jarvis,Solomon,Jarvis Solomon,/tx/iowa-colony/iowa-colony-pioneers/athletes/jarvis-solomon/football/stats/?careerid=usj85if9361o8,usj85if9361o8,CB,Iowa Colony,TX,10,10,0.8,0,13,2023,interceptions
28,Joseph,Ruiz,Joseph Ruiz,/ca/exeter/exeter-monarchs/athletes/joseph-ruiz/football/stats/?careerid=fb9i9puj08qff,fb9i9puj08qff,"WR, CB",Exeter,CA,10,10,0.8,106,13,2023,interceptions
29,Jacob,Trapp,Jacob Trapp,/az/phoenix/scottsdale-christian-academy-eagles/athletes/jacob-trapp/football/stats/?careerid=kve10p5checsc,kve10p5checsc,,Scottsdale Christian Academy,AZ,10,10,0.8,78,13,2023,interceptions
30,Jadon,Phillips,Jadon Phillips,/pa/hermitage/hickory-hornets/athletes/jadon-phillips/football/stats/?careerid=hv1jftnjueg00,hv1jftnjueg00,"WR, CB",Hickory,PA,10,10,0.7,175,14,2023,interceptions
31,Royce,Mendoza,Royce Mendoza,/ca/riverside/ramona-rams/athletes/royce-mendoza/football/stats/?careerid=ln0i5l2jbq422,ln0i5l2jbq422,,Ramona,CA,10,10,0.7,216,15,2023,interceptions
32,Landen,Clark,Landen Clark,/va/radford/radford-bobcats/athletes/landen-clark/football/stats/?careerid=47p2697cfi066,47p2697cfi066,"FS, QB",Radford,VA,10,10,0.7,164,15,2023,interceptions
33,Eli,Zimmerman,Eli Zimmerman,/pa/new-tripoli/northwestern-lehigh-tigers/athletes/eli-zimmerman/football/stats/?careerid=igknfv3tc6dbb,igknfv3tc6dbb,"RB, WR",Northwestern Lehigh,PA,10,10,0.6,142,16,2023,interceptions
34,Nathan,Englade,Nathan Englade,/la/laplace/st-charles-catholic-comets/athletes/nathan-englade/football/stats/?careerid=g6shnd9injei2,g6shnd9injei2,TE,St. Charles Catholic,LA,9,9,1.5,46,6,2023,interceptions
35,Eric,Belin,Eric Belin,/tx/dallas/madison-trojans/athletes/eric-belin/football/stats/?careerid=b3h6n7t702bvf,b3h6n7t702bvf,"SB, RB",Madison,TX,9,9,1.3,0,7,2023,interceptions
36,Fisher,Lalonde,Fisher Lalonde,/la/mandeville/mandeville-skippers/athletes/fisher-lalonde/football/stats/?careerid=gn3lcvcremi77,gn3lcvcremi77,"FS, SS",Mandeville,LA,9,9,1.3,0,7,2023,interceptions
37,Jim,May,Jim May,/mo/scott-city/scott-city-rams/athletes/jim-may/football/stats/?careerid=17kdv81qcj1k4,17kdv81qcj1k4,"FB, MLB",Scott City,MO,9,9,1.3,0,7,2023,interceptions
38,Sam,Gliser,Sam Gliser,/mo/kansas-city/northland-christian/athletes/sam-gliser/football/stats/?careerid=ccjoqjjflepk4,ccjoqjjflepk4,"WR, OLB",Northland Christian,MO,9,9,1.1,186,8,2023,interceptions
39,Drake,Brunelle,Drake Brunelle,/me/oakland/messalonskee-eagles/athletes/drake-brunelle/football/stats/?careerid=sbj7416as57vf,sbj7416as57vf,QB,Messalonskee,ME,9,9,1.1,0,8,2023,interceptions
40,Truvonta,Moody,Truvonta Moody,/fl/moore-haven/moore-haven-terriers/athletes/truvonta-moody/football/stats/?careerid=3j5p2dj9broi2,3j5p2dj9broi2,"CB, WR",Moore Haven,FL,9,9,1.1,0,8,2023,interceptions
41,Caleb,McKinney,Caleb McKinney,/tx/fort-worth/atlas-homeschool-rattlers/athletes/caleb-mckinney/football/stats/?careerid=akmn7evbk5rbb,akmn7evbk5rbb,"ATH, SB",Atlas HomeSchool,TX,9,9,1.0,61,9,2023,interceptions
42,Gregery,T martinez,Gregery T martinez,/ks/holcomb/holcomb-longhorns/athletes/gregery-t-martinez/football/stats/?careerid=mrv1cc0k4k3j3,mrv1cc0k4k3j3,"WR, DB",Holcomb,KS,9,9,0.9,132,10,2023,interceptions
43,Brayden,D comstock,Brayden D comstock,/sd/aberdeen/aberdeen-central-golden-eagles/athletes/brayden-d-comstock/football/stats/?careerid=bsu5c3jen33cc,bsu5c3jen33cc,"CB, WR",Aberdeen Central,SD,9,9,0.9,42,10,2023,interceptions
44,Simor,Price,Simor Price,/fl/hollywood/south-broward-bulldogs/athletes/simor-price/football/stats/?careerid=797vnpe5n0fbb,797vnpe5n0fbb,WR,South Broward,FL,9,9,0.9,99,10,2023,interceptions
45,Jackson,Almond,Jackson Almond,/wa/puyallup/cascade-christian-cougars/athletes/jackson-almond/football/stats/?careerid=kbs8mo0ltpak4,kbs8mo0ltpak4,"WR, FS",Cascade Christian,WA,9,9,0.9,103,10,2023,interceptions
46,Jan,Castellano,Jan Castellano,/oh/fairport-harbor/harding-skippers/athletes/jan-castellano/football/stats/?careerid=ffi5s1r1t19dd,ffi5s1r1t19dd,,Harding,OH,9,9,0.9,3,10,2023,interceptions
47,Rakwan,Reed,Rakwan Reed,/tx/houston/westbury-huskies/athletes/rakwan-reed/football/stats/?careerid=kqh5si84ef0aa,kqh5si84ef0aa,"WR, CB",Westbury,TX,9,9,0.8,0,11,2023,interceptions
48,Eamon,Cuffee,Eamon Cuffee,/va/norfolk/norview-pilots/athletes/eamon-cuffee/football/stats/?careerid=23doc32saec33,23doc32saec33,"SS, FS",Granby,VA,9,9,0.8,103,11,2023,interceptions
49,Marquis,Cropper,Marquis Cropper,/ca/sanger/sanger-apaches/athletes/marquis-cropper/football/stats/?careerid=79peat2je7t22,79peat2je7t22,"WR, CB",Sanger,CA,9,9,0.8,185,11,2023,interceptions
50,Taven,Tahe,Taven Tahe,/nm/thoreau/thoreau-hawks/athletes/taven-tahe/football/stats/?careerid=24niqf12bhtdd,24niqf12bhtdd,"RB, CB",Thoreau,NM,9,9,0.8,99,11,2023,interceptions
51,Shakur,Carter,Shakur Carter,/nj/collingswood/collingswood-panthers/athletes/shakur-carter/football/stats/?careerid=khg3fsvfr72h1,khg3fsvfr72h1,"WR, S",Collingswood,NJ,9,9,0.8,146,11,2023,interceptions
52,Carter,Rhudy,Carter Rhudy,/tn/mountain-city/johnson-county-longhorns/athletes/carter-rhudy/football/stats/?careerid=v17ng3bvsgbl5,v17ng3bvsgbl5,"WR, DB",Johnson County,TN,9,9,0.8,114,11,2023,interceptions
53,Connor,Lebrun,Connor Lebrun,/ma/andover/andover-golden-warriors/athletes/connor-lebrun/football/stats/?careerid=431rrf4415n66,431rrf4415n66,"CB, WR",Andover,MA,9,9,0.8,144,11,2023,interceptions
54,Trenton (Bubba),Ludlow,Trenton (Bubba) Ludlow,/ut/cedar-city/canyon-view-falcons/athletes/trenton-bubba-ludlow/football/stats/?careerid=e22tg7oimiodd,e22tg7oimiodd,"WR, S",Canyon View,UT,9,9,0.8,115,11,2023,interceptions
55,Luke,Semelka,Luke Semelka,/pa/greensburg/greensburg-central-catholic-centurions/athletes/luke-semelka/football/stats/?careerid=n8b7gs73usocc,n8b7gs73usocc,"WR, DB",Greensburg Central Catholic,PA,9,9,0.8,0,11,2023,interceptions
56,Isaiah,Lewis-hudson,Isaiah Lewis-hudson,/va/aldie/john-champe-knights/athletes/isaiah-lewis-hudson/football/stats/?careerid=7bdcv0f6mpng0,7bdcv0f6mpng0,DB,John Champe,VA,9,9,0.8,0,11,2023,interceptions
57,Abraham,Tamayo,Abraham Tamayo,/nm/espanola/espanola-valley-sundevils/athletes/abraham-tamayo/football/stats/?careerid=dpnvso81jl855,dpnvso81jl855,CB,Espanola Valley,NM,9,9,0.8,48,12,2023,interceptions
58,Trayce,Teagle,Trayce Teagle,/wa/kennewick/river-view-panthers/athletes/trayce-teagle/football/stats/?careerid=8d8vv4ikjc0o8,8d8vv4ikjc0o8,"WR, OLB",River View,WA,9,9,0.8,224,12,2023,interceptions
59,Braden,Cervello,Braden Cervello,/ca/palm-desert/xavier-prep-saints/athletes/braden-cervello/football/stats/?careerid=4ggk3akkgndff,4ggk3akkgndff,"WR, K",Xavier Prep,CA,9,9,0.8,149,12,2023,interceptions
60,Trace,Dustin,Trace Dustin,/ut/millville/ridgeline-riverhawks/athletes/trace-dustin/football/stats/?careerid=a7asmbs84ticc,a7asmbs84ticc,"FS, WR",Ridgeline,UT,9,9,0.8,0,12,2023,interceptions
61,Xavier,Lherisse,Xavier Lherisse,/fl/melbourne/eau-gallie-commodores/athletes/xavier-lherisse/football/stats/?careerid=bjomafvr0jfff,bjomafvr0jfff,,Eau Gallie,FL,9,9,0.8,182,12,2023,interceptions
62,Junior,Coughlin,Junior Coughlin,/ut/st-george/dixie-flyers/athletes/junior-coughlin/football/stats/?careerid=a17jj9bc7cvue,a17jj9bc7cvue,"SS, SB",Dixie,UT,9,9,0.8,212,12,2023,interceptions
63,Cj,Durrough,Cj Durrough,/tn/columbia/columbia-academy-bulldogs/athletes/cj-durrough/football/stats/?careerid=nk716jnrlc4m6,nk716jnrlc4m6,"WR, CB",Columbia Academy,TN,9,9,0.8,97,12,2023,interceptions
64,Diontez,Townsend,Diontez Townsend,/nc/pinetops/southwest-edgecombe-cougars/athletes/diontez-townsend/football/stats/?careerid=bmppptoct1dl5,bmppptoct1dl5,"WR, CB",SouthWest Edgecombe,NC,9,9,0.8,40,12,2023,interceptions
65,Charile,Goss,Charile Goss,/tn/cordova/first-assembly-christian-crusaders/athletes/charile-goss/football/stats/?careerid=u7214bv5fufl5,u7214bv5fufl5,"OLB, WR",First Assembly Christian,TN,9,9,0.8,68,12,2023,interceptions
66,Christopher,Gonzales,Christopher Gonzales,/ca/bell/bell-eagles/athletes/christopher-gonzales/football/stats/?careerid=m9p93g7ph8j66,m9p93g7ph8j66,WR,Bell,CA,9,9,0.7,0,13,2023,interceptions
67,Baylor,Blackburn,Baylor Blackburn,/ut/beaver/beaver-beavers/athletes/baylor-blackburn/football/stats/?careerid=bvm0cn13hosrb,bvm0cn13hosrb,,Beaver,UT,9,9,0.7,147,13,2023,interceptions
68,Jayonn,Saunders,Jayonn Saunders,/oh/cincinnati/purcell-marian-cavaliers/athletes/jayonn-saunders/football/stats/?careerid=pis0mhu3hqfn7,pis0mhu3hqfn7,"WR, FS",Purcell Marian,OH,9,9,0.7,107,13,2023,interceptions
69,Cole,Mcgee,Cole Mcgee,/nc/burnsville/mountain-heritage-cougars/athletes/cole-mcgee/football/stats/?careerid=icmcd1nvd55aa,icmcd1nvd55aa,"WR, DB",Mountain Heritage,NC,9,9,0.7,177,13,2023,interceptions
70,Dovonte “woody”,Grimes,Dovonte “woody” Grimes,/ar/junction-city/junction-city-dragons/athletes/dovonte-%E2%80%9Cwoody%E2%80%9D-grimes/football/stats/?careerid=ao5h620db9677,ao5h620db9677,"DB, ATH",Junction City,AR,9,9,0.7,77,13,2023,interceptions
71,Baron,Taylor,Baron Taylor,/ca/sacramento/inderkum-tigers/athletes/baron-taylor/football/stats/?careerid=6adtcee2m5uo8,6adtcee2m5uo8,"WR, DB",Inderkum,CA,9,9,0.7,314,13,2023,interceptions
72,Alex,Krekeler,Alex Krekeler,/in/batesville/batesville-bulldogs/athletes/alex-krekeler/football/stats/?careerid=m075mehpmkd55,m075mehpmkd55,"RB, S",Batesville,IN,9,9,0.7,0,13,2023,interceptions
73,Jason,Robinson,Jason Robinson,/ks/hoisington/hoisington-cardinals/athletes/jason-robinson/football/stats/?careerid=0ghmaglnjrree,0ghmaglnjrree,"CB, FS",Hoisington,KS,9,9,0.7,307,13,2023,interceptions
74,Kohen,Vetter,Kohen Vetter,/il/greenfield/greenfield-northwestern-tigers/athletes/kohen-vetter/football/stats/?careerid=cbbqepfidbt44,cbbqepfidbt44,,Greenfield/Northwestern,IL,9,9,0.7,94,13,2023,interceptions
75,Justin,Squire,Justin Squire,/va/amelia-court-house/amelia-county-raiders/athletes/justin-squire/football/stats/?careerid=k0ajkitl2pnsc,k0ajkitl2pnsc,"WR, CB",Amelia County,VA,9,9,0.7,285,13,2023,interceptions
76,Khimani,Nolan,Khimani Nolan,/nc/havelock/havelock-rams/athletes/khimani-nolan/football/stats/?careerid=5oo3q2c8spbl5,5oo3q2c8spbl5,"DB, WR",Havelock,NC,9,9,0.6,35,14,2023,interceptions
77,Kobe,Green,Kobe Green,/ca/lemoore/lemoore-tigers/athletes/kobe-green/football/stats/?careerid=9qosa6m1u97p9,9qosa6m1u97p9,"SS, WR",Lemoore,CA,9,9,0.6,295,14,2023,interceptions
78,Jason,Byrd,Jason Byrd,/al/leroy/leroy-bears/athletes/jason-byrd/football/stats/?careerid=t8tl6u7r8ekdd,t8tl6u7r8ekdd,"WR, FS",Leroy,AL,9,9,0.6,13,14,2023,interceptions
79,Reed,Patterson,Reed Patterson,/tx/collinsville/collinsville-pirates/athletes/reed-patterson/football/stats/?careerid=aidfidm10feg0,aidfidm10feg0,"FS, SB",Collinsville,TX,9,9,0.6,60,14,2023,interceptions
80,Zeke,Marshall,Zeke Marshall,/sc/anderson/westside-rams/athletes/zeke-marshall/football/stats/?careerid=ogr1m69c526i2,ogr1m69c526i2,FS,Westside,SC,9,9,0.6,41,15,2023,interceptions
81,Dallas,Carter,Dallas Carter,/ga/martinez/augusta-christian-lions/athletes/dallas-carter/football/stats/?careerid=1up29fd9bvo11,1up29fd9bvo11,"RB, WR",Augusta Christian,GA,9,9,0.6,0,16,2023,interceptions
82,Chauncey,Hogg,Chauncey Hogg,/tx/malakoff/malakoff-tigers/athletes/chauncey-hogg/football/stats/?careerid=lg9vcooc2ja77,lg9vcooc2ja77,"CB, WR",Malakoff,TX,9,9,0.6,0,16,2023,interceptions
83,Jake,Schulz,Jake Schulz,/ia/bettendorf/bettendorf-bulldogs/athletes/jake-schulz/football/stats/?careerid=cg4hcdqdaj200,cg4hcdqdaj200,"TE, DE",Bettendorf,IA,8,8,1.3,0,6,2023,interceptions
84,Dalante,Jacobs,Dalante Jacobs,/va/alexandria/hayfield-hawks/athletes/dalante-jacobs/football/stats/?careerid=n9skth6thft77,n9skth6thft77,"FS, RB",Hayfield,VA,8,8,1.3,0,6,2023,interceptions
85,Payton,Cook,Payton Cook,/oh/akron/archbishop-hoban-knights/athletes/payton-cook/football/stats/?careerid=0k2kqve3odvff,0k2kqve3odvff,"WR, QB",Archbishop Hoban,OH,8,8,1.3,90,6,2023,interceptions
86,Cale,Borland,Cale Borland,/oh/sunbury/big-walnut-golden-eagles/athletes/cale-borland/football/stats/?careerid=a9a4jgenhl577,a9a4jgenhl577,"WR, SS",Big Walnut,OH,8,8,1.3,0,6,2023,interceptions
87,Eldridge,Kennedy ,Eldridge Kennedy ,/la/harvey/jefferson-rise-charter/athletes/eldridge-kennedy/football/stats/?careerid=i2khacs4e4o88,i2khacs4e4o88,DB,Jefferson RISE Charter,LA,8,8,1.1,183,7,2023,interceptions
88,Matthew,Vanhorn,Matthew Vanhorn,/mt/missoula/sentinel-spartans/athletes/matthew-vanhorn/football/stats/?careerid=n94n0o2t4bcrb,n94n0o2t4bcrb,"RB, OLB",Sentinel,MT,8,8,1.0,3,8,2023,interceptions
89,Porter,Deters,Porter Deters,/ks/eskridge/mission-valley-vikings/athletes/porter-deters/football/stats/?careerid=e94jn3t7qguo8,e94jn3t7qguo8,"SB, FS",Mission Valley,KS,8,8,1.0,65,8,2023,interceptions
90,Shaheed,Huckaby,Shaheed Huckaby,/ga/dawson/terrell-county-eagles/athletes/shaheed-huckaby/football/stats/?careerid=n9n1882qnogh1,n9n1882qnogh1,"QB, S",Terrell County,GA,8,8,1.0,29,8,2023,interceptions
91,Jake,Closson,Jake Closson,/ut/pleasant-grove/pleasant-grove-vikings/athletes/jake-closson/football/stats/?careerid=oh7pa27rqic77,oh7pa27rqic77,"DE, MLB",Pleasant Grove,UT,8,8,1.0,0,8,2023,interceptions
92,Braylon,Williams,Braylon Williams,/in/south-bend/south-bend-adams-eagles/athletes/braylon-williams/football/stats/?careerid=35jv2rius2irb,35jv2rius2irb,"CB, WR",South Bend Adams,IN,8,8,0.9,46,9,2023,interceptions
93,Will,Shrawder,Will Shrawder,/pa/towanda/towanda-black-knights/athletes/will-shrawder/football/stats/?careerid=vhagcepmraree,vhagcepmraree,,Towanda,PA,8,8,0.9,0,9,2023,interceptions
94,Maxwell,Thompson,Maxwell Thompson,/ne/omaha/roncalli-catholic-crimson-pride/athletes/maxwell-thompson/football/stats/?careerid=i59s3phcqt922,i59s3phcqt922,"RB, CB",Roncalli Catholic,NE,8,8,0.9,78,9,2023,interceptions
95,Jackson,Mcclanahan,Jackson Mcclanahan,/wv/poca/poca-the-dots/athletes/jackson-mcclanahan/football/stats/?careerid=la9iq2knop9g0,la9iq2knop9g0,"WR, CB",Poca,WV,8,8,0.9,157,9,2023,interceptions
96,Cleaster,Longmire iv,Cleaster Longmire iv,/pa/aliquippa/aliquippa-quips/athletes/cleaster-longmire-iv/football/stats/?careerid=mu9rfql744fo8,mu9rfql744fo8,"MLB, RB",Aliquippa,PA,8,8,0.9,176,9,2023,interceptions
97,Jacob,Ramirez,Jacob Ramirez,/ca/norwalk/glenn-eagles/athletes/jacob-ramirez/football/stats/?careerid=n1bi7ken7ce11,n1bi7ken7ce11,"WR, SS",Glenn,CA,8,8,0.8,87,10,2023,interceptions
98,Dawson,Pendergrass,Dawson Pendergrass,/ga/lafayette/lafayette-ramblers/athletes/dawson-pendergrass/football/stats/?careerid=n84rqi701ctdd,n84rqi701ctdd,"WR, C",LaFayette,GA,8,8,0.8,39,10,2023,interceptions
99,Marquel,Hambric,Marquel Hambric,/tx/terrell/terrell-tigers/athletes/marquel-hambric/football/stats/?careerid=r58l9sgv9lb11,r58l9sgv9lb11,"CB, WR",Terrell,TX,8,8,0.8,0,10,2023,interceptions
100,Oscar,Suarez,Oscar Suarez,/ca/stockton/bear-creek-bruins/athletes/oscar-suarez/football/stats/?careerid=613r36ausraff,613r36ausraff,"FS, ATH",Bear Creek,CA,8,8,0.8,0,10,2023,interceptions
101,Kaleb,Moreno,Kaleb Moreno,/ca/moreno-valley/valley-view-eagles/athletes/kaleb-moreno/football/stats/?careerid=qervee4e6l733,qervee4e6l733,DB,Valley View,CA,8,8,0.8,184,10,2023,interceptions
102,Chance,Robbins,Chance Robbins,/tx/frisco/centennial-titans/athletes/chance-robbins/football/stats/?careerid=o79ajgmetsam6,o79ajgmetsam6,"CB, WR",Centennial,TX,8,8,0.8,59,10,2023,interceptions
103,Tavoy,Feagin,Tavoy Feagin,/fl/tampa/carrollwood-day-patriots/athletes/tavoy-feagin/football/stats/?careerid=9n3qpahsn68ue,9n3qpahsn68ue,"CB, WR",Carrollwood Day,FL,8,8,0.8,0,10,2023,interceptions
104,Desmond,Smith,Desmond Smith,/tx/plano/plano-east-panthers/athletes/desmond-smith/football/stats/?careerid=mpr9chq78b600,mpr9chq78b600,"FS, WR",Plano East,TX,8,8,0.8,92,10,2023,interceptions
105,Cooper,Reynolds,Cooper Reynolds,/tx/ponder/ponder-lions/athletes/cooper-reynolds/football/stats/?careerid=d566gkb4ii0qa,d566gkb4ii0qa,"WR, FS",Ponder,TX,8,8,0.8,130,10,2023,interceptions
106,Virgil,Myers,Virgil Myers,/oh/zoarville/tuscarawas-valley-trojans/athletes/virgil-myers/football/stats/?careerid=9afbn14h2k100,9afbn14h2k100,WR,Tuscarawas Valley,OH,8,8,0.8,0,10,2023,interceptions
107,Ramonz,Adams,Ramonz Adams,/tx/smithville/smithville-tigers/athletes/ramonz-adams/football/stats/?careerid=7rf8en5550ubb,7rf8en5550ubb,"QB, WR",Smithville,TX,8,8,0.8,0,10,2023,interceptions
108,Currine,Henry,Currine Henry,/nc/new-bern/new-bern-bears/athletes/currine-henry/football/stats/?careerid=nal5p0kpq5f22,nal5p0kpq5f22,CB,New Bern,NC,8,8,0.8,108,10,2023,interceptions
109,Cooper,Smith,Cooper Smith,/la/lake-charles/sam-houston-broncos/athletes/cooper-smith/football/stats/?careerid=m321ha18cmfee,m321ha18cmfee,"FS, CB",Sam Houston,LA,8,8,0.8,15,10,2023,interceptions
110,Camden,King,Camden King,/ca/folsom/vista-del-lago-eagles/athletes/camden-king/football/stats/?careerid=k2vu55cak1bee,k2vu55cak1bee,"WR, S",Vista del Lago,CA,8,8,0.8,140,10,2023,interceptions
111,Gabriel,Brewer,Gabriel Brewer,/nc/siler-city/jordan-matthews-jets/athletes/gabriel-brewer/football/stats/?careerid=2a9m45r2vv5o8,2a9m45r2vv5o8,WR,Jordan-Matthews,NC,8,8,0.8,0,10,2023,interceptions
112,Rhyder,Williams,Rhyder Williams,/mo/dexter/dexter-bearcats/athletes/rhyder-williams/football/stats/?careerid=ilo7b0no3mb00,ilo7b0no3mb00,"SS, QB",Dexter,MO,8,8,0.8,86,10,2023,interceptions
113,Julian,Stafford,Julian Stafford,/ky/inez/martin-county-cardinals/athletes/julian-stafford/football/stats/?careerid=o496hma1hpig0,o496hma1hpig0,"CB, WR",Martin County,KY,8,8,0.8,40,10,2023,interceptions
114,Cody,Mican,Cody Mican,/wa/menlo/pe-ell-willapa-valley/athletes/cody-mican/football/stats/?careerid=o74kqlq1a1k00,o74kqlq1a1k00,"DB, WR",Pe Ell/Willapa Valley,WA,8,8,0.7,0,11,2023,interceptions
115,Caleb,Anthony,Caleb Anthony,/oh/columbus/africentric-early-college-nubians/athletes/caleb-anthony/football/stats/?careerid=rv9fbhg33flvf,rv9fbhg33flvf,"WR, CB",Africentric Early College,OH,8,8,0.7,190,11,2023,interceptions
116,Radarious,Jackson,Radarious Jackson,/tn/memphis/sheffield-knights/athletes/radarious-jackson/football/stats/?careerid=rd3euqfa409n7,rd3euqfa409n7,"WR, CB",Sheffield,TN,8,8,0.7,234,11,2023,interceptions
